;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
joelechirurgien;joebiden;;;;;;;;;;;;;Mentions;2-5-2021 17:11;RT @EricNaulleau: Nous sommes le 2 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;2-5-2021 17:11;https://twitter.com/#!/joelechirurgien/status/1388904108250255372;;;1388904108250255372;
joelechirurgien;ericnaulleau;;;;;;;;;;;;;Mentions;2-5-2021 17:11;RT @EricNaulleau: Nous sommes le 2 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;2-5-2021 17:11;https://twitter.com/#!/joelechirurgien/status/1388904108250255372;;;1388904108250255372;
sharpe_grant;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:14;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:14;https://twitter.com/#!/sharpe_grant/status/1388904692747411459;;;1388904692747411459;
henhokie;henhokie;;;;;;;;;;;;;Tweet;2-5-2021 17:15;"#Disinformation is probably the most pressing threat in America today.

The second most pressing threat is… https://t.co/NnFKrkiGh2";https://twitter.com/i/web/status/1388904965041790979;twitter.com;disinformation;2-5-2021 17:15;https://twitter.com/#!/henhokie/status/1388904965041790979;;;1388904965041790979;
musingsbyshe;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:16;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:16;https://twitter.com/#!/musingsbyshe/status/1388905146634096644;;;1388905146634096644;
louisa_faux;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:19;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:19;https://twitter.com/#!/louisa_faux/status/1388906032206807041;;;1388906032206807041;
l_janse;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:21;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:21;https://twitter.com/#!/l_janse/status/1388906523456262146;;;1388906523456262146;
erikaannemills;erikaannemills;;;;;;;;;;;;;Tweet;2-5-2021 17:20;It feels like ministers need to know a little bit about EVERYTHING these days #climatechange #racism #vaccines… https://t.co/f9ntGfUTah;https://twitter.com/i/web/status/1388906289326080016;twitter.com;climatechange racism vaccines;2-5-2021 17:20;https://twitter.com/#!/erikaannemills/status/1388906289326080016;;;1388906289326080016;
imagine_garden;erikaannemills;;;;;;;;;;;;;Mentions;2-5-2021 17:22;RT @erikaannemills: It feels like ministers need to know a little bit about EVERYTHING these days #climatechange #racism #vaccines #Indigen…;;;climatechange racism vaccines;2-5-2021 17:22;https://twitter.com/#!/imagine_garden/status/1388906823105847296;;;1388906823105847296;
timoudou;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:24;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:24;https://twitter.com/#!/timoudou/status/1388907198244327425;;;1388907198244327425;
knobstick;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:26;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:26;https://twitter.com/#!/knobstick/status/1388907881676910593;;;1388907881676910593;
savagesteamboat;savagesteamboat;;;;;;;;;;;;;Tweet;2-5-2021 17:29;"Now that I've been given a proper Dungeons &amp; Dragons education... Has anyone noticed how the Satanic Panic of the 8… https://t.co/fH4TGJuh31";https://twitter.com/i/web/status/1388908475317694466;twitter.com;;2-5-2021 17:29;https://twitter.com/#!/savagesteamboat/status/1388908475317694466;;;1388908475317694466;
vinoit;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:36;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:36;https://twitter.com/#!/vinoit/status/1388910253723508736;;;1388910253723508736;
crusader_4_cos;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:39;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:39;https://twitter.com/#!/crusader_4_cos/status/1388911000447946752;;;1388911000447946752;
meanmrjones;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:40;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:40;https://twitter.com/#!/meanmrjones/status/1388911376769368066;;;1388911376769368066;
gadflyquebec;gadflyquebec;;;;;;;;;;;;;Tweet;2-5-2021 17:42;Ex-gynecologist (gave up her medical licence in 2015) went from sound advice on #women's #health to #antiscience be… https://t.co/BmIZJFIEdr;https://twitter.com/i/web/status/1388911855687569410;twitter.com;women health antiscience;2-5-2021 17:42;https://twitter.com/#!/gadflyquebec/status/1388911855687569410;;;1388911855687569410;
tofgroz;joebiden;;;;;;;;;;;;;Mentions;2-5-2021 17:43;RT @EricNaulleau: Nous sommes le 2 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;2-5-2021 17:43;https://twitter.com/#!/tofgroz/status/1388911954035625985;;;1388911954035625985;
tofgroz;ericnaulleau;;;;;;;;;;;;;Mentions;2-5-2021 17:43;RT @EricNaulleau: Nous sommes le 2 mai 2021 et @JoeBiden n’a toujours pas été arrêté par l’armée contrairement à ce qu’annonçaient tous les…;;;;2-5-2021 17:43;https://twitter.com/#!/tofgroz/status/1388911954035625985;;;1388911954035625985;
tikisrose;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 17:58;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 17:58;https://twitter.com/#!/tikisrose/status/1388915912426852352;;;1388915912426852352;
marketingbraino;marketingbraino;;;;;;;;;;;;;Tweet;2-5-2021 18:00;"https://t.co/qY9J1jjkrq
Deprogramming conspiracies 🤔 
#neuroscience #QAnon #qanon #rabbithole";https://bit.ly/2OZsuxv;bit.ly;neuroscience qanon qanon rabbithole;2-5-2021 18:00;https://twitter.com/#!/marketingbraino/status/1388916232116649988;;;1388916232116649988;
spectraleviden1;spectraleviden1;;;;;;;;;;;;;Tweet;2-5-2021 18:01;#qAnon and #blueanon are both cults. Blueanon is just endorsed by establishment media.;;;qanon blueanon;2-5-2021 18:01;https://twitter.com/#!/spectraleviden1/status/1388916693934690306;;;1388916693934690306;
anik1968;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 18:05;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 18:05;https://twitter.com/#!/anik1968/status/1388917594799886336;;;1388917594799886336;
genevie45001257;bombshelldaily;;;;;;;;;;;;;Mentions;2-5-2021 18:06;"RT @BombshellDAILY: WORSHIPPING TRUMP WITHOUT ""THE LIE"" NOT ENOUGH
Like any suicide cult, fealty must be deeply ingrained, and not just top…";;;;2-5-2021 18:06;https://twitter.com/#!/genevie45001257/status/1388917851881357312;;;1388917851881357312;
jdels2;bombshelldaily;;;;;;;;;;;;;Mentions;2-5-2021 18:07;"RT @BombshellDAILY: WORSHIPPING TRUMP WITHOUT ""THE LIE"" NOT ENOUGH
Like any suicide cult, fealty must be deeply ingrained, and not just top…";;;;2-5-2021 18:07;https://twitter.com/#!/jdels2/status/1388918178567229445;;;1388918178567229445;
georgegboy;mysterysolvent;;;;;;;;;;;;;Replies to;2-5-2021 18:10;"@MysterySolvent Republican @GOP #QAnon white terrorism
#GOPDomesticTerrorists";;;qanon gopdomesticterrorists;2-5-2021 18:10;https://twitter.com/#!/georgegboy/status/1388918833927294981;;;1388918833927294981;1388289410324631555
georgegboy;gop;;;;;;;;;;;;;Mentions;2-5-2021 18:10;"@MysterySolvent Republican @GOP #QAnon white terrorism
#GOPDomesticTerrorists";;;qanon gopdomesticterrorists;2-5-2021 18:10;https://twitter.com/#!/georgegboy/status/1388918833927294981;;;1388918833927294981;1388289410324631555
catroussel;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 18:12;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 18:12;https://twitter.com/#!/catroussel/status/1388919363797872643;;;1388919363797872643;
rouquinne;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 18:14;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 18:14;https://twitter.com/#!/rouquinne/status/1388919788131569666;;;1388919788131569666;
ghostflaneur;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 18:16;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 18:16;https://twitter.com/#!/ghostflaneur/status/1388920452500926471;;;1388920452500926471;
baileyscomet_xo;mtgreenee;;;;;;;;;;;;;Mentions;2-5-2021 18:19;The fact that #Qanon has not come down hard on @mattgaetz as well as @mtgreenee for budding up to him when his coco… https://t.co/R9hFNspI9O;https://twitter.com/i/web/status/1388921042727358467;twitter.com;qanon;2-5-2021 18:19;https://twitter.com/#!/baileyscomet_xo/status/1388921042727358467;;;1388921042727358467;
baileyscomet_xo;mattgaetz;;;;;;;;;;;;;Mentions;2-5-2021 18:19;The fact that #Qanon has not come down hard on @mattgaetz as well as @mtgreenee for budding up to him when his coco… https://t.co/R9hFNspI9O;https://twitter.com/i/web/status/1388921042727358467;twitter.com;qanon;2-5-2021 18:19;https://twitter.com/#!/baileyscomet_xo/status/1388921042727358467;;;1388921042727358467;
gingerbarker24;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 18:22;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 18:22;https://twitter.com/#!/gingerbarker24/status/1388921784985165828;;;1388921784985165828;
moeyd64;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 18:29;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 18:29;https://twitter.com/#!/moeyd64/status/1388923552846565380;;;1388923552846565380;
michaelopielka;g_der_gegenwart;;;;;;;;;;;;;Mentions;2-5-2021 13:37;#QAnon, #Kinder­schän­dung und die Geschichte des Kinderschutzes @G_der_Gegenwart https://t.co/1Xr5bl6OSP Gute hist… https://t.co/5yEshASon1;https://geschichtedergegenwart.ch/qanon-kinderschaendung-und-die-geschichte-des-kinderschutzes/ https://twitter.com/i/web/status/1388850133517967362;geschichtedergegenwart.ch twitter.com;qanon kinder;2-5-2021 13:37;https://twitter.com/#!/michaelopielka/status/1388850133517967362;;;1388850133517967362;
g_der_gegenwart;michaelopielka;;;;;;;;;;;;;Mentions;2-5-2021 18:24;RT @MichaelOpielka: #QAnon, #Kinder­schän­dung und die Geschichte des Kinderschutzes @G_der_Gegenwart https://t.co/1Xr5bl6OSP Gute historis…;https://geschichtedergegenwart.ch/qanon-kinderschaendung-und-die-geschichte-des-kinderschutzes/;geschichtedergegenwart.ch;qanon kinder;2-5-2021 18:24;https://twitter.com/#!/g_der_gegenwart/status/1388922282928660482;;;1388922282928660482;
lkinvectivity;g_der_gegenwart;;;;;;;;;;;;;Mentions;2-5-2021 18:33;RT @MichaelOpielka: #QAnon, #Kinder­schän­dung und die Geschichte des Kinderschutzes @G_der_Gegenwart https://t.co/1Xr5bl6OSP Gute historis…;https://geschichtedergegenwart.ch/qanon-kinderschaendung-und-die-geschichte-des-kinderschutzes/;geschichtedergegenwart.ch;qanon kinder;2-5-2021 18:33;https://twitter.com/#!/lkinvectivity/status/1388924546225422337;;;1388924546225422337;
lkinvectivity;michaelopielka;;;;;;;;;;;;;Mentions;2-5-2021 18:33;RT @MichaelOpielka: #QAnon, #Kinder­schän­dung und die Geschichte des Kinderschutzes @G_der_Gegenwart https://t.co/1Xr5bl6OSP Gute historis…;https://geschichtedergegenwart.ch/qanon-kinderschaendung-und-die-geschichte-des-kinderschutzes/;geschichtedergegenwart.ch;qanon kinder;2-5-2021 18:33;https://twitter.com/#!/lkinvectivity/status/1388924546225422337;;;1388924546225422337;
nicolasrobidoux;aaron_derfel;;;;;;;;;;;;;Mentions;2-5-2021 18:25;@fauchonmathieu @Aaron_Derfel Just asking questions. #Qanon;;;qanon;2-5-2021 18:25;https://twitter.com/#!/nicolasrobidoux/status/1388922695975411719;;;1388922695975411719;1388922196521803778
nicolasrobidoux;fauchonmathieu;;;;;;;;;;;;;Replies to;2-5-2021 18:25;@fauchonmathieu @Aaron_Derfel Just asking questions. #Qanon;;;qanon;2-5-2021 18:25;https://twitter.com/#!/nicolasrobidoux/status/1388922695975411719;;;1388922695975411719;1388922196521803778
nicolasrobidoux;nicolasrobidoux;;;;;;;;;;;;;Tweet;2-5-2021 18:40;#QAnon = done with just asking Qs;;;qanon;2-5-2021 18:40;https://twitter.com/#!/nicolasrobidoux/status/1388926295585796101;;;1388926295585796101;
paulcha94025901;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 18:41;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 18:41;https://twitter.com/#!/paulcha94025901/status/1388926532400205824;;;1388926532400205824;
pattyjoy60;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 18:41;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 18:41;https://twitter.com/#!/pattyjoy60/status/1388926567313780738;;;1388926567313780738;
rlewisgrover;elonmusk;;;;;;;;;;;;;Mentions;2-5-2021 18:47;@KenTremendous I am starting to feel like the same people who follow #qanon are also big fans of @elonmusk;;;qanon;2-5-2021 18:47;https://twitter.com/#!/rlewisgrover/status/1388928025937399808;;;1388928025937399808;1388873814625243138
rlewisgrover;kentremendous;;;;;;;;;;;;;Replies to;2-5-2021 18:47;@KenTremendous I am starting to feel like the same people who follow #qanon are also big fans of @elonmusk;;;qanon;2-5-2021 18:47;https://twitter.com/#!/rlewisgrover/status/1388928025937399808;;;1388928025937399808;1388873814625243138
performpukeko;performpukeko;;;;;;;;;;;;;Tweet;2-5-2021 18:51;Some days it just isn't a good idea to read your local headlines.  But at least there is nothing there about the fa… https://t.co/T4iMmjySGP;https://twitter.com/i/web/status/1388929165718478852;twitter.com;;2-5-2021 18:51;https://twitter.com/#!/performpukeko/status/1388929165718478852;;;1388929165718478852;
rpennam;bennyjohnson;;;;;;;;;;;;;Replies to;2-5-2021 19:04;@bennyjohnson What a shame these republicans are causing, still believing in trump's unrealistic and fake conspirac… https://t.co/rt6vvkGtE1;https://twitter.com/i/web/status/1388932536131375107;twitter.com;;2-5-2021 19:04;https://twitter.com/#!/rpennam/status/1388932536131375107;;;1388932536131375107;1388616250088206338
dokmz;dokmz;;;;;;;;;;;;;Tweet;2-5-2021 19:04;Rechtsextreme und #QAnon-Anhänger suchen offenbar Zuflucht auf #Twitch https://t.co/n7jPXL5kkM;https://www.dokmz.com/2021/05/02/rechtsextreme-und-qanon-anhanger-suchen-offenbar-zuflucht-auf-twitch/;dokmz.com;qanon twitch;2-5-2021 19:04;https://twitter.com/#!/dokmz/status/1388932361988018178;;;1388932361988018178;
germantwitchsup;dokmz;;;;;;;;;;;;;Mentions;2-5-2021 19:05;RT @dokmz: Rechtsextreme und #QAnon-Anhänger suchen offenbar Zuflucht auf #Twitch https://t.co/n7jPXL5kkM;https://www.dokmz.com/2021/05/02/rechtsextreme-und-qanon-anhanger-suchen-offenbar-zuflucht-auf-twitch/;dokmz.com;qanon twitch;2-5-2021 19:05;https://twitter.com/#!/germantwitchsup/status/1388932585708007428;;;1388932585708007428;
il_dipendente;zoth2021;;;;;;;;;;;;;Replies to;2-5-2021 19:04;@Zoth2021 Vabbè, dai! Tutti quelli che stanno mettendo il like sono pazzarielli stile #Qanon 😂 Quelli un po’ confus… https://t.co/UmxmE8aPdR;https://twitter.com/i/web/status/1388932475448082432;twitter.com;qanon;2-5-2021 19:04;https://twitter.com/#!/il_dipendente/status/1388932475448082432;;;1388932475448082432;1388925376055939073
il_dipendente;zoth2021;;;;;;;;;;;;;Mentions;2-5-2021 19:05;RT @il_dipendente: @Zoth2021 Vabbè, dai! Tutti quelli che stanno mettendo il like sono pazzarielli stile #Qanon 😂 Quelli un po’ confusi, qu…;;;qanon;2-5-2021 19:05;https://twitter.com/#!/il_dipendente/status/1388932602871099395;;;1388932602871099395;
eventsinfluenc1;allhoff_joachim;;;;;;;;;;;;;Mentions;2-5-2021 19:10;"RT @allhoff_joachim: #TwitterResearchProject: 
#SocialNetworkAnalysis #SNA 
about #QAnon 

Social Network: Influencer 
Sentiment &amp; Emotion…";;;twitterresearchproject socialnetworkanalysis sna qanon;2-5-2021 19:10;https://twitter.com/#!/eventsinfluenc1/status/1388933918922088452;;;1388933918922088452;
beverleyabaird1;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 19:16;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 19:16;https://twitter.com/#!/beverleyabaird1/status/1388935483695124485;;;1388935483695124485;
albertoemachado;allhoff_joachim;;;;;;;;;;;;;Mentions;2-5-2021 19:17;"RT @allhoff_joachim: #TwitterResearchProject: 
#SocialNetworkAnalysis #SNA 
about #QAnon 

Social Network: Influencer 
Sentiment &amp; Emotion…";;;twitterresearchproject socialnetworkanalysis sna qanon;2-5-2021 19:17;https://twitter.com/#!/albertoemachado/status/1388935642076360704;;;1388935642076360704;
llynneirwin;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 19:21;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 19:21;https://twitter.com/#!/llynneirwin/status/1388936716900253697;;;1388936716900253697;
audreyr01775052;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 19:21;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 19:21;https://twitter.com/#!/audreyr01775052/status/1388936814581452800;;;1388936814581452800;
southflgirl954;southflgirl954;;;;;;;;;;;;;Tweet;2-5-2021 19:23;Just another example of why the #MAGA #QAnon #GQP is a failure and not about America or American values! https://t.co/ZvIOHcu1Gj;https://twitter.com/RonFilipkowski/status/1388931637170352138;twitter.com;maga qanon gqp;2-5-2021 19:23;https://twitter.com/#!/southflgirl954/status/1388937145029644294;;;1388937145029644294;
thomasebrown3;anillicitwriter;;;;;;;;;;;;;Mentions;2-5-2021 19:24;RT @AnIllicitWriter: QAnon's theories keep turning out to be wrong, but that doesn't seem to matter #QAnon https://t.co/0CrNkfcWyj;;;qanon;2-5-2021 19:24;https://twitter.com/#!/thomasebrown3/status/1388937559607320578;;;1388937559607320578;
kenziespudz;jarue369;;;;;;;;;;;;;Mentions;2-5-2021 19:25;RT @jarue369: Has Martin Geddes ever come clean that #QAnon was total bullshit?? Has anyone ever made that expensive for him or is he profi…;;;qanon;2-5-2021 19:25;https://twitter.com/#!/kenziespudz/status/1388937765803462665;;;1388937765803462665;
jsingleton011;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 19:32;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 19:32;https://twitter.com/#!/jsingleton011/status/1388939586387197955;;;1388939586387197955;
bkscorner;bkscorner;;;;;;;;;;;;;Tweet;2-5-2021 12:39;"Todays #Republican Party:
Boo morals leaders like #MittRomney ,#LizCheney
Cheer on #QAnon nuts like… https://t.co/Oclu9dO4cg";https://twitter.com/i/web/status/1388835584853041152;twitter.com;republican mittromney lizcheney qanon;2-5-2021 12:39;https://twitter.com/#!/bkscorner/status/1388835584853041152;;;1388835584853041152;
bkscorner;bkscorner;;;;;;;;;;;;;Tweet;2-5-2021 19:33;"#TedCruz desperately trying to get #Democrat voters!
Nice try Ted, but yours is the #MAGA party of #Trump, #QANON,… https://t.co/C9gHzJuwaY";https://twitter.com/i/web/status/1388939827429662720;twitter.com;tedcruz democrat maga trump qanon;2-5-2021 19:33;https://twitter.com/#!/bkscorner/status/1388939827429662720;;;1388939827429662720;
jsiculli;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 19:37;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 19:37;https://twitter.com/#!/jsiculli/status/1388940798222340097;;;1388940798222340097;
coolstuff21;amazi;;;;;;;;;;;;;Mentions;2-5-2021 19:45;RT @jarue369: Did anyone hold @PrayingMedic responsible for lying to everyone or did we let him off the hook, too? Same question for @Amazi…;;;;2-5-2021 19:45;https://twitter.com/#!/coolstuff21/status/1388942667262930944;;;1388942667262930944;
coolstuff21;jarue369;;;;;;;;;;;;;Mentions;2-5-2021 19:45;RT @jarue369: Did anyone hold @PrayingMedic responsible for lying to everyone or did we let him off the hook, too? Same question for @Amazi…;;;;2-5-2021 19:45;https://twitter.com/#!/coolstuff21/status/1388942667262930944;;;1388942667262930944;
stella88695964;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 19:47;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 19:47;https://twitter.com/#!/stella88695964/status/1388943234496348164;;;1388943234496348164;
belle_levesque;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 19:53;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 19:53;https://twitter.com/#!/belle_levesque/status/1388944794529853445;;;1388944794529853445;
radio_jambon;radio_jambon;;;;;;;;;;;;;Tweet;2-5-2021 19:53;"Si ça avait été des carrés rouges ou des Greens, J'aurais appuyé les propos du PM.

Mais vu que c'est la bonne gang… https://t.co/LFxHuS20Kc";https://twitter.com/i/web/status/1388944838117236745;twitter.com;;2-5-2021 19:53;https://twitter.com/#!/radio_jambon/status/1388944838117236745;;;1388944838117236745;
4animallife;nickmartin;;;;;;;;;;;;;Replies to;2-5-2021 20:02;"@nickmartin Has it ever occurred to the #QAnon cultists that:

a) No way would Trump or any political candidate hav… https://t.co/yp62WC0QbD";https://twitter.com/i/web/status/1388947021063655427;twitter.com;qanon;2-5-2021 20:02;https://twitter.com/#!/4animallife/status/1388947021063655427;;;1388947021063655427;1388558378146746368
sleezits;mattgaetz;;;;;;;;;;;;;Mentions;2-5-2021 20:03;I’m sure the #qanon anti-maskers who deflected with the “save the children” bullshit will be@going after @mattgaetz… https://t.co/yveTtpaZy9;https://twitter.com/i/web/status/1388947226391719936;twitter.com;qanon;2-5-2021 20:03;https://twitter.com/#!/sleezits/status/1388947226391719936;;;1388947226391719936;
dlv135;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 20:03;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 20:03;https://twitter.com/#!/dlv135/status/1388947305231945733;;;1388947305231945733;
harperitebgone;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 20:11;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 20:11;https://twitter.com/#!/harperitebgone/status/1388949237145161732;;;1388949237145161732;
ironsideir;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 20:15;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 20:15;https://twitter.com/#!/ironsideir/status/1388950227420434433;;;1388950227420434433;
colettestweeter;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 20:16;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 20:16;https://twitter.com/#!/colettestweeter/status/1388950432970514434;;;1388950432970514434;
ba_lancing;thedtchss;;;;;;;;;;;;;Replies to;2-5-2021 20:19;@TheDtchss Hoe verziekt is de geest, om gestoorde feitenvrije #QAnon fantasieën te uiten bij het zien van rouwende… https://t.co/eaQtIJBDXE;https://twitter.com/i/web/status/1388951408389640200;twitter.com;qanon;2-5-2021 20:19;https://twitter.com/#!/ba_lancing/status/1388951408389640200;;;1388951408389640200;1388802621767553024
