;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
truthglow;mog7546;;;;;;;;;;;;;Mentions;2-5-2021 23:21;"RT @mog7546: This is the fringiest of the fringe

#QAnon GOP Cultists Are Holding UV Lights To AZ Ballots Looking For Secret Watermarks

#M…";;;qanon;2-5-2021 23:21;https://twitter.com/#!/truthglow/status/1388997137082601472;;;1388997137082601472;
infojunkieiam;infojunkieiam;;;;;;;;;;;;;Tweet;2-5-2021 23:22;"""The professors were targeted over a variety of liberal positions, the survey reveals, but a majority were singled… https://t.co/ExUaeqZ0uh";https://twitter.com/i/web/status/1388997234352484360;twitter.com;;2-5-2021 23:22;https://twitter.com/#!/infojunkieiam/status/1388997234352484360;;;1388997234352484360;
bigdontee;infojunkieiam;;;;;;;;;;;;;Mentions;2-5-2021 23:22;"RT @infojunkieiam: ""The professors were targeted over a variety of liberal positions, the survey reveals, but a majority were singled out o…";;;;2-5-2021 23:22;https://twitter.com/#!/bigdontee/status/1388997399952175108;;;1388997399952175108;
moderntrailhead;moderntrailhead;;;;;;;;;;;;;Tweet;2-5-2021 23:26;If anyone has some time and wants to mess with a Qanon group on MeWe, go ahead and join this one and have at it:… https://t.co/i3ay6CfxRZ;https://twitter.com/i/web/status/1388998332794687490;twitter.com;;2-5-2021 23:26;https://twitter.com/#!/moderntrailhead/status/1388998332794687490;;;1388998332794687490;
1776freeeagle;ronfilipkowski;;;;;;;;;;;;;Mentions;2-5-2021 23:32;@BobScrillen @RonFilipkowski I am sure you can recite the #QAnon pledge or whatever those disgusting traitors call it.;;;qanon;2-5-2021 23:32;https://twitter.com/#!/1776freeeagle/status/1388999773189967876;;;1388999773189967876;1388965348611960834
1776freeeagle;bobscrillen;;;;;;;;;;;;;Replies to;2-5-2021 23:32;@BobScrillen @RonFilipkowski I am sure you can recite the #QAnon pledge or whatever those disgusting traitors call it.;;;qanon;2-5-2021 23:32;https://twitter.com/#!/1776freeeagle/status/1388999773189967876;;;1388999773189967876;1388965348611960834
socialconwatch;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 23:32;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 23:32;https://twitter.com/#!/socialconwatch/status/1388999985434296321;;;1388999985434296321;
steffanwatkins;steffanwatkins;;;;;;;;;;;;;Tweet;2-5-2021 23:18;"""You know Stef, you shouldn't amplify these delusional #MonkeyWerx conspiracies, to debunk them over and over, it's… https://t.co/GoHKDkLYh8";https://twitter.com/i/web/status/1388996243645415426;twitter.com;monkeywerx;2-5-2021 23:18;https://twitter.com/#!/steffanwatkins/status/1388996243645415426;;;1388996243645415426;
steffanwatkins;steffanwatkins;;;;;;;;;;;;;Tweet;2-5-2021 23:33;"If that seems familiar, it's because it draws on other conspiracies, including the classic ""Great Reset"" conspiracy… https://t.co/JualW0DvI7";https://twitter.com/i/web/status/1389000154372530177;twitter.com;;2-5-2021 23:33;https://twitter.com/#!/steffanwatkins/status/1389000154372530177;;;1389000154372530177;1388996243645415426
delicatebliss;delicatebliss;;;;;;;;;;;;;Tweet;2-5-2021 23:35;#qanon only gets upset when it comes to Democrats apparently. When it's about Republicans they simply don't care.… https://t.co/oh6jtXaYgS;https://twitter.com/i/web/status/1389000668262936581;twitter.com;qanon;2-5-2021 23:35;https://twitter.com/#!/delicatebliss/status/1389000668262936581;;;1389000668262936581;
jsinvr;ruthmkb;;;;;;;;;;;;;Mentions;2-5-2021 23:39;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;2-5-2021 23:39;https://twitter.com/#!/jsinvr/status/1389001718503936001;;;1389001718503936001;
kanekavi;mog7546;;;;;;;;;;;;;Mentions;2-5-2021 23:47;"RT @mog7546: This is the fringiest of the fringe

#QAnon GOP Cultists Are Holding UV Lights To AZ Ballots Looking For Secret Watermarks

#M…";;;qanon;2-5-2021 23:47;https://twitter.com/#!/kanekavi/status/1389003668469555203;;;1389003668469555203;
sboger;sboger;;;;;;;;;;;;;Tweet;2-5-2021 23:54;#Deltas are Sesame Street number games for #stupid people, pass it on. #Qanon https://t.co/EgMnYd1tRr;;;deltas stupid qanon;2-5-2021 23:54;https://twitter.com/#!/sboger/status/1389005422493798401;;;1389005422493798401;
ronnilaurie;stephenglahn;;;;;;;;;;;;;Mentions;2-5-2021 23:56;RT @StephenGlahn: Consistency has never been a #MAGA or #QAnon strong point. As long as it doesn’t slide down the wall too fast it works fo…;;;maga qanon;2-5-2021 23:56;https://twitter.com/#!/ronnilaurie/status/1389005822647177217;;;1389005822647177217;
rjmauti;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 00:00;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 00:00;https://twitter.com/#!/rjmauti/status/1389006795293790210;;;1389006795293790210;
nomorebooks;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 00:01;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 00:01;https://twitter.com/#!/nomorebooks/status/1389007246579933188;;;1389007246579933188;
deliamacd1;kelliwardaz;;;;;;;;;;;;;Mentions;3-5-2021 00:10;@AZGOP @kelliwardaz Um, you got a guy who has NO EXPERIENCE dealing with elections, a guy who is a #QANON Quack and… https://t.co/oIyAP4ht5d;https://twitter.com/i/web/status/1389009457812672514;twitter.com;qanon;3-5-2021 00:10;https://twitter.com/#!/deliamacd1/status/1389009457812672514;;;1389009457812672514;1388996403725180929
deliamacd1;azgop;;;;;;;;;;;;;Replies to;3-5-2021 00:10;@AZGOP @kelliwardaz Um, you got a guy who has NO EXPERIENCE dealing with elections, a guy who is a #QANON Quack and… https://t.co/oIyAP4ht5d;https://twitter.com/i/web/status/1389009457812672514;twitter.com;qanon;3-5-2021 00:10;https://twitter.com/#!/deliamacd1/status/1389009457812672514;;;1389009457812672514;1388996403725180929
deliamacd1;deliamacd1;;;;;;;;;;;;;Tweet;2-5-2021 19:12;"Cindy McCain doesn't seem to feel the ""investigation"" into to Arizona ballots, conducted by a #QAnon believer who h… https://t.co/RFhaCPdwiM";https://twitter.com/i/web/status/1388934384917483522;twitter.com;qanon;2-5-2021 19:12;https://twitter.com/#!/deliamacd1/status/1388934384917483522;;;1388934384917483522;
lillianbette;mikepompeo;;;;;;;;;;;;;Mentions;3-5-2021 00:11;@NotLargeMarge1 @mikepompeo #DumbAnon #Qanon #DipShitAnon #RepublicanHypocrites #KweefAnon;;;dumbanon qanon dipshitanon republicanhypocrites kweefanon;3-5-2021 00:11;https://twitter.com/#!/lillianbette/status/1389009627639996417;;;1389009627639996417;1388963382087147522
lillianbette;notlargemarge1;;;;;;;;;;;;;Replies to;3-5-2021 00:11;@NotLargeMarge1 @mikepompeo #DumbAnon #Qanon #DipShitAnon #RepublicanHypocrites #KweefAnon;;;dumbanon qanon dipshitanon republicanhypocrites kweefanon;3-5-2021 00:11;https://twitter.com/#!/lillianbette/status/1389009627639996417;;;1389009627639996417;1388963382087147522
stephenglahn;stephenglahn;;;;;;;;;;;;;Tweet;2-5-2021 23:52;Consistency has never been a #MAGA or #QAnon strong point. As long as it doesn’t slide down the wall too fast it wo… https://t.co/eBZ8P0O15J;https://twitter.com/i/web/status/1389004843977687040;twitter.com;maga qanon;2-5-2021 23:52;https://twitter.com/#!/stephenglahn/status/1389004843977687040;;;1389004843977687040;
kak089;stephenglahn;;;;;;;;;;;;;Mentions;3-5-2021 00:11;RT @StephenGlahn: Consistency has never been a #MAGA or #QAnon strong point. As long as it doesn’t slide down the wall too fast it works fo…;;;maga qanon;3-5-2021 00:11;https://twitter.com/#!/kak089/status/1389009801737289729;;;1389009801737289729;
bilasheidi;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 00:12;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 00:12;https://twitter.com/#!/bilasheidi/status/1389009931358150656;;;1389009931358150656;
independent02;tmz;;;;;;;;;;;;;Replies to;3-5-2021 00:19;@TMZ whoops did he get it confused with the #QAnon pledge;;;qanon;3-5-2021 00:19;https://twitter.com/#!/independent02/status/1389011621557592064;;;1389011621557592064;1389010201697689602
hawa_salam;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 00:19;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 00:19;https://twitter.com/#!/hawa_salam/status/1389011773471215616;;;1389011773471215616;
teach_n_travel;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 00:35;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 00:35;https://twitter.com/#!/teach_n_travel/status/1389015703269908483;;;1389015703269908483;
sunshine__day;sunshine__day;;;;;;;;;;;;;Tweet;3-5-2021 00:39;All the people portrayed in the #QAnon documentary are fucked up in the head. Just complete whack jobs. #QIntoTheStorm;;;qanon qintothestorm;3-5-2021 00:39;https://twitter.com/#!/sunshine__day/status/1389016625547030532;;;1389016625547030532;
forcemultstevea;kathleerowlands;;;;;;;;;;;;;Mentions;3-5-2021 00:41;@Goss30Goss @KathleeRowlands Neurons in brain make enough electricity each day to run a light bulb (20 watts) but… https://t.co/51MZOVCr3q;https://twitter.com/i/web/status/1389017329334325248;twitter.com;;3-5-2021 00:41;https://twitter.com/#!/forcemultstevea/status/1389017329334325248;;;1389017329334325248;1388970271755939840
forcemultstevea;goss30goss;;;;;;;;;;;;;Replies to;3-5-2021 00:41;@Goss30Goss @KathleeRowlands Neurons in brain make enough electricity each day to run a light bulb (20 watts) but… https://t.co/51MZOVCr3q;https://twitter.com/i/web/status/1389017329334325248;twitter.com;;3-5-2021 00:41;https://twitter.com/#!/forcemultstevea/status/1389017329334325248;;;1389017329334325248;1388970271755939840
forcemultstevea;forcemultstevea;;;;;;;;;;;;;Tweet;3-5-2021 00:41;Neurons in brain make enough electricity each day to run a light bulb (20 watts) but #Trump his offspring #GOP… https://t.co/u5bzKr8O7l;https://twitter.com/i/web/status/1389017308346032128;twitter.com;trump gop;3-5-2021 00:41;https://twitter.com/#!/forcemultstevea/status/1389017308346032128;;;1389017308346032128;
worldincrisis1;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 00:45;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 00:45;https://twitter.com/#!/worldincrisis1/status/1389018320662188032;;;1389018320662188032;
5net6;rudybouma;;;;;;;;;;;;;Mentions;3-5-2021 00:45;RT @rudybouma: Baudet's bron is een #QAnon-aanhangster die gelooft in een satanische, pedofiele, bloeddrinkende elite. Ze noemt ook Obama e…;;;qanon;3-5-2021 00:45;https://twitter.com/#!/5net6/status/1389018323560579073;;;1389018323560579073;
averypatrishia;bigbluewaveusa;;;;;;;;;;;;;Mentions;3-5-2021 00:45;RT @BigBlueWaveUSA: If it has to do with Tяump, Republicans, #QAnon or #Cult45 - it’s either illegal, unethical, immoral or any combination…;;;qanon cult45;3-5-2021 00:45;https://twitter.com/#!/averypatrishia/status/1389018324315508737;;;1389018324315508737;
psychoshirl;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 00:57;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 00:57;https://twitter.com/#!/psychoshirl/status/1389021339391041538;;;1389021339391041538;
lancelott2;lancelott2;;;;;;;;;;;;;Tweet;3-5-2021 01:12;"News vom #Qanon aktuelle Zusammenfassung:
Trump ist immer noch Präsident!
Die Army ist für Trump!
Der Umbruch kommt… https://t.co/Q31oA9k5BS";https://twitter.com/i/web/status/1389025045327060994;twitter.com;qanon;3-5-2021 01:12;https://twitter.com/#!/lancelott2/status/1389025045327060994;;;1389025045327060994;1389025043804565508
mailwurm666;lancelott2;;;;;;;;;;;;;Mentions;3-5-2021 01:12;"RT @lancelott2: News vom #Qanon aktuelle Zusammenfassung:
Trump ist immer noch Präsident!
Die Army ist für Trump!
Der Umbruch kommt jetzt d…";;;qanon;3-5-2021 01:12;https://twitter.com/#!/mailwurm666/status/1389025153003180035;;;1389025153003180035;
codienec;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 01:17;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 01:17;https://twitter.com/#!/codienec/status/1389026194796924928;;;1389026194796924928;
_aioria__;truegaypatriots;;;;;;;;;;;;;Replies to;3-5-2021 01:18;@TrueGayPatriots #JoeBiden #Bidenfall #BidenIsNotMyPresident #TheTruth #wikileaks #Qanon #LaVerdadEsUnaSola… https://t.co/W5Xvb2A5Js;https://twitter.com/i/web/status/1389026607751438338;twitter.com;joebiden bidenfall bidenisnotmypresident thetruth wikileaks qanon laverdadesunasola;3-5-2021 01:18;https://twitter.com/#!/_aioria__/status/1389026607751438338;;;1389026607751438338;1388510053284601863
desantisstan;danscavino;;;;;;;;;;;;;Mentions;3-5-2021 01:24;@SimonEgg8 @Litewave_101 @Sakukoto575 @SusanWrightTX6 @DanScavino Okay you believe in #QAnon which is a conspiracy… https://t.co/WhVamg4K81;https://twitter.com/i/web/status/1389028065527795712;twitter.com;qanon;3-5-2021 01:24;https://twitter.com/#!/desantisstan/status/1389028065527795712;;;1389028065527795712;1389021268758777859
desantisstan;susanwrighttx6;;;;;;;;;;;;;Mentions;3-5-2021 01:24;@SimonEgg8 @Litewave_101 @Sakukoto575 @SusanWrightTX6 @DanScavino Okay you believe in #QAnon which is a conspiracy… https://t.co/WhVamg4K81;https://twitter.com/i/web/status/1389028065527795712;twitter.com;qanon;3-5-2021 01:24;https://twitter.com/#!/desantisstan/status/1389028065527795712;;;1389028065527795712;1389021268758777859
desantisstan;sakukoto575;;;;;;;;;;;;;Mentions;3-5-2021 01:24;@SimonEgg8 @Litewave_101 @Sakukoto575 @SusanWrightTX6 @DanScavino Okay you believe in #QAnon which is a conspiracy… https://t.co/WhVamg4K81;https://twitter.com/i/web/status/1389028065527795712;twitter.com;qanon;3-5-2021 01:24;https://twitter.com/#!/desantisstan/status/1389028065527795712;;;1389028065527795712;1389021268758777859
desantisstan;litewave_101;;;;;;;;;;;;;Mentions;3-5-2021 01:24;@SimonEgg8 @Litewave_101 @Sakukoto575 @SusanWrightTX6 @DanScavino Okay you believe in #QAnon which is a conspiracy… https://t.co/WhVamg4K81;https://twitter.com/i/web/status/1389028065527795712;twitter.com;qanon;3-5-2021 01:24;https://twitter.com/#!/desantisstan/status/1389028065527795712;;;1389028065527795712;1389021268758777859
desantisstan;simonegg8;;;;;;;;;;;;;Replies to;3-5-2021 01:24;@SimonEgg8 @Litewave_101 @Sakukoto575 @SusanWrightTX6 @DanScavino Okay you believe in #QAnon which is a conspiracy… https://t.co/WhVamg4K81;https://twitter.com/i/web/status/1389028065527795712;twitter.com;qanon;3-5-2021 01:24;https://twitter.com/#!/desantisstan/status/1389028065527795712;;;1389028065527795712;1389021268758777859
yolanda07484649;mog7546;;;;;;;;;;;;;Mentions;3-5-2021 01:26;"RT @mog7546: This is the fringiest of the fringe

#QAnon GOP Cultists Are Holding UV Lights To AZ Ballots Looking For Secret Watermarks

#M…";;;qanon;3-5-2021 01:26;https://twitter.com/#!/yolanda07484649/status/1389028575232233474;;;1389028575232233474;
fervorcoulee;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 01:33;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 01:33;https://twitter.com/#!/fervorcoulee/status/1389030435234095108;;;1389030435234095108;
mothergoose1947;anthonycwalker;;;;;;;;;;;;;Mentions;3-5-2021 01:39;"RT @jzikah: @anthonycwalker Lies are integral to the cult. 
They know exactly what they're doing. 
#PsyOps #QAnon https://t.co/DCZnMRWgNK";;;psyops qanon;3-5-2021 01:39;https://twitter.com/#!/mothergoose1947/status/1389031732444229632;;;1389031732444229632;
mothergoose1947;jzikah;;;;;;;;;;;;;Mentions;3-5-2021 01:39;"RT @jzikah: @anthonycwalker Lies are integral to the cult. 
They know exactly what they're doing. 
#PsyOps #QAnon https://t.co/DCZnMRWgNK";;;psyops qanon;3-5-2021 01:39;https://twitter.com/#!/mothergoose1947/status/1389031732444229632;;;1389031732444229632;
priyalawyer;priyalawyer;;;;;;;;;;;;;Tweet;3-5-2021 01:46;Into the Storm on HBO Max is such a great docuseries. I highly recommend it. It has my now favorite theme song #intothestorm #qanon;;;intothestorm qanon;3-5-2021 01:46;https://twitter.com/#!/priyalawyer/status/1389033707424595970;;;1389033707424595970;
l82be;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 01:49;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 01:49;https://twitter.com/#!/l82be/status/1389034313920880645;;;1389034313920880645;
sthenrymary;foxnews;;;;;;;;;;;;;Mentions;2-5-2021 14:19;70% of Republicans believes in #QAnon conspiracies and are ardent consumers of @FoxNews, the House of Lies. If they… https://t.co/CartHxcv9t;https://twitter.com/i/web/status/1388860701326954499;twitter.com;qanon;2-5-2021 14:19;https://twitter.com/#!/sthenrymary/status/1388860701326954499;;;1388860701326954499;
shaker0309;sthenrymary;;;;;;;;;;;;;Mentions;2-5-2021 21:04;RT @sthenrymary: 70% of Republicans believes in #QAnon conspiracies and are ardent consumers of @FoxNews, the House of Lies. If they don't…;;;qanon;2-5-2021 21:04;https://twitter.com/#!/shaker0309/status/1388962735837171712;;;1388962735837171712;
stevendb8386;comeuntochrist;;;;;;;;;;;;;Mentions;2-5-2021 23:20;@thehill @GOP @ComeUntoChrist Splitting up only helps candidates I support win so I’m glad you have internal proble… https://t.co/2Tovj0TH6Y;https://twitter.com/i/web/status/1388996835381956609;twitter.com;;2-5-2021 23:20;https://twitter.com/#!/stevendb8386/status/1388996835381956609;;;1388996835381956609;1388995630362619908
shaker0309;comeuntochrist;;;;;;;;;;;;;Mentions;3-5-2021 02:14;RT @StevenDb8386: @thehill @GOP @ComeUntoChrist Splitting up only helps candidates I support win so I’m glad you have internal problems and…;;;;3-5-2021 02:14;https://twitter.com/#!/shaker0309/status/1389040528725975048;;;1389040528725975048;
stevendb8386;thehill;;;;;;;;;;;;;Replies to;2-5-2021 16:21;@thehill @SenatorWicker @GOP @SenateGOP @HouseGOP #qanon #antimask #racists;;;qanon antimask racists;2-5-2021 16:21;https://twitter.com/#!/stevendb8386/status/1388891418031054854;;;1388891418031054854;1388891325244739584
stevendb8386;thehill;;;;;;;;;;;;;Replies to;2-5-2021 23:20;@thehill @GOP @ComeUntoChrist Splitting up only helps candidates I support win so I’m glad you have internal proble… https://t.co/2Tovj0TH6Y;https://twitter.com/i/web/status/1388996835381956609;twitter.com;;2-5-2021 23:20;https://twitter.com/#!/stevendb8386/status/1388996835381956609;;;1388996835381956609;1388995630362619908
shaker0309;thehill;;;;;;;;;;;;;Mentions;3-5-2021 02:14;RT @StevenDb8386: @thehill @GOP @ComeUntoChrist Splitting up only helps candidates I support win so I’m glad you have internal problems and…;;;;3-5-2021 02:14;https://twitter.com/#!/shaker0309/status/1389040528725975048;;;1389040528725975048;
stevendb8386;housegop;;;;;;;;;;;;;Mentions;2-5-2021 16:21;@thehill @SenatorWicker @GOP @SenateGOP @HouseGOP #qanon #antimask #racists;;;qanon antimask racists;2-5-2021 16:21;https://twitter.com/#!/stevendb8386/status/1388891418031054854;;;1388891418031054854;1388891325244739584
stevendb8386;senategop;;;;;;;;;;;;;Mentions;2-5-2021 16:21;@thehill @SenatorWicker @GOP @SenateGOP @HouseGOP #qanon #antimask #racists;;;qanon antimask racists;2-5-2021 16:21;https://twitter.com/#!/stevendb8386/status/1388891418031054854;;;1388891418031054854;1388891325244739584
stevendb8386;gop;;;;;;;;;;;;;Mentions;2-5-2021 16:21;@thehill @SenatorWicker @GOP @SenateGOP @HouseGOP #qanon #antimask #racists;;;qanon antimask racists;2-5-2021 16:21;https://twitter.com/#!/stevendb8386/status/1388891418031054854;;;1388891418031054854;1388891325244739584
stevendb8386;gop;;;;;;;;;;;;;Mentions;2-5-2021 23:20;@thehill @GOP @ComeUntoChrist Splitting up only helps candidates I support win so I’m glad you have internal proble… https://t.co/2Tovj0TH6Y;https://twitter.com/i/web/status/1388996835381956609;twitter.com;;2-5-2021 23:20;https://twitter.com/#!/stevendb8386/status/1388996835381956609;;;1388996835381956609;1388995630362619908
shaker0309;stevendb8386;;;;;;;;;;;;;Mentions;3-5-2021 02:14;RT @StevenDb8386: @thehill @GOP @ComeUntoChrist Splitting up only helps candidates I support win so I’m glad you have internal problems and…;;;;3-5-2021 02:14;https://twitter.com/#!/shaker0309/status/1389040528725975048;;;1389040528725975048;
shaker0309;foxnews;;;;;;;;;;;;;Mentions;2-5-2021 21:04;RT @sthenrymary: 70% of Republicans believes in #QAnon conspiracies and are ardent consumers of @FoxNews, the House of Lies. If they don't…;;;qanon;2-5-2021 21:04;https://twitter.com/#!/shaker0309/status/1388962735837171712;;;1388962735837171712;
shaker0309;gop;;;;;;;;;;;;;Mentions;3-5-2021 02:14;RT @StevenDb8386: @thehill @GOP @ComeUntoChrist Splitting up only helps candidates I support win so I’m glad you have internal problems and…;;;;3-5-2021 02:14;https://twitter.com/#!/shaker0309/status/1389040528725975048;;;1389040528725975048;
kathy73921688;ruthmkb;;;;;;;;;;;;;Mentions;3-5-2021 02:14;RT @ruthmkb: Montréal’s Biggest #COVIDVaccination Site Shut Down Thanks to Online Fringe Groups, #QAnon Followers and #MaximeBernier 😠#cdnp…;;;covidvaccination qanon maximebernier;3-5-2021 02:14;https://twitter.com/#!/kathy73921688/status/1389040620119994371;;;1389040620119994371;
desiree_ahgudo;mog7546;;;;;;;;;;;;;Mentions;3-5-2021 02:21;"RT @mog7546: This is the fringiest of the fringe

#QAnon GOP Cultists Are Holding UV Lights To AZ Ballots Looking For Secret Watermarks

#M…";;;qanon;3-5-2021 02:21;https://twitter.com/#!/desiree_ahgudo/status/1389042370889531393;;;1389042370889531393;
secret___santa;jesperbirk5;;;;;;;;;;;;;Mentions;3-5-2021 03:12;"RT @JesperBirk5: Rosemary's Baby / Kate Middleton
A 1968 movie by Roman Polanski about a lady who gives birth to Antichrist. The reptiles a…";;;;3-5-2021 03:12;https://twitter.com/#!/secret___santa/status/1389055151323762688;;;1389055151323762688;
mog7546;mog7546;;;;;;;;;;;;;Tweet;2-5-2021 23:00;"RT @mog7546: This is the fringiest of the fringe

#QAnon GOP Cultists Are Holding UV Lights To AZ Ballots Looking For Secret Watermarks

#M…";;;qanon;2-5-2021 23:00;https://twitter.com/#!/mog7546/status/1388991846169391107;;;1388991846169391107;
nthngd4;mog7546;;;;;;;;;;;;;Mentions;3-5-2021 03:45;"RT @mog7546: This is the fringiest of the fringe

#QAnon GOP Cultists Are Holding UV Lights To AZ Ballots Looking For Secret Watermarks

#M…";;;qanon;3-5-2021 03:45;https://twitter.com/#!/nthngd4/status/1389063615190339586;;;1389063615190339586;
jwalkintexas;jwalkintexas;;;;;;;;;;;;;Tweet;3-5-2021 03:50;#BlueAnon and #QAnon is a political Purple-Nurple, no good can come of it;;;blueanon qanon;3-5-2021 03:50;https://twitter.com/#!/jwalkintexas/status/1389064888606203905;;;1389064888606203905;
jackhammer29006;senatortimscott;;;;;;;;;;;;;Mentions;3-5-2021 03:52;"RT @JoeKeene: @SenatorTimScott Maybe your party can stop lying. 

And take responsibility for the January 6th insurrection.

And expel the…";;;;3-5-2021 03:52;https://twitter.com/#!/jackhammer29006/status/1389065256278839297;;;1389065256278839297;
jackhammer29006;joekeene;;;;;;;;;;;;;Mentions;3-5-2021 03:52;"RT @JoeKeene: @SenatorTimScott Maybe your party can stop lying. 

And take responsibility for the January 6th insurrection.

And expel the…";;;;3-5-2021 03:52;https://twitter.com/#!/jackhammer29006/status/1389065256278839297;;;1389065256278839297;
asymetrical13;alexsmann;;;;;;;;;;;;;Replies to;3-5-2021 03:54;@alexsmann ‘A game’. Are they 5 year olds!!!!!! #Qanon;;;qanon;3-5-2021 03:54;https://twitter.com/#!/asymetrical13/status/1389065678917804032;;;1389065678917804032;1389032430514802695
mariellorichard;senatortimscott;;;;;;;;;;;;;Mentions;3-5-2021 03:54;"RT @JoeKeene: @SenatorTimScott Maybe your party can stop lying. 

And take responsibility for the January 6th insurrection.

And expel the…";;;;3-5-2021 03:54;https://twitter.com/#!/mariellorichard/status/1389065822925119488;;;1389065822925119488;
mariellorichard;joekeene;;;;;;;;;;;;;Mentions;3-5-2021 03:54;"RT @JoeKeene: @SenatorTimScott Maybe your party can stop lying. 

And take responsibility for the January 6th insurrection.

And expel the…";;;;3-5-2021 03:54;https://twitter.com/#!/mariellorichard/status/1389065822925119488;;;1389065822925119488;
marino6_marino;senatortimscott;;;;;;;;;;;;;Mentions;3-5-2021 03:58;"RT @JoeKeene: @SenatorTimScott Maybe your party can stop lying. 

And take responsibility for the January 6th insurrection.

And expel the…";;;;3-5-2021 03:58;https://twitter.com/#!/marino6_marino/status/1389066881206792194;;;1389066881206792194;
marino6_marino;joekeene;;;;;;;;;;;;;Mentions;3-5-2021 03:58;"RT @JoeKeene: @SenatorTimScott Maybe your party can stop lying. 

And take responsibility for the January 6th insurrection.

And expel the…";;;;3-5-2021 03:58;https://twitter.com/#!/marino6_marino/status/1389066881206792194;;;1389066881206792194;
plantperson1;senatortimscott;;;;;;;;;;;;;Mentions;3-5-2021 04:00;"RT @JoeKeene: @SenatorTimScott Maybe your party can stop lying. 

And take responsibility for the January 6th insurrection.

And expel the…";;;;3-5-2021 04:00;https://twitter.com/#!/plantperson1/status/1389067269905424393;;;1389067269905424393;
plantperson1;joekeene;;;;;;;;;;;;;Mentions;3-5-2021 04:00;"RT @JoeKeene: @SenatorTimScott Maybe your party can stop lying. 

And take responsibility for the January 6th insurrection.

And expel the…";;;;3-5-2021 04:00;https://twitter.com/#!/plantperson1/status/1389067269905424393;;;1389067269905424393;
