;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
anemoon22;jhardes;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @jhardes: Ik val er net in, maar wie is die mevr #Kuik van het cda. Mijn hemel die is helemaal geprogrammeerd om geen antwoord te geven,…;;;kuik;29-4-2021 12:13;https://twitter.com/#!/anemoon22/status/1387741771921244160;;;1387741771921244160;
fiascotje;fiascotje;;;;;;;;;;;;;Tweet;29-4-2021 12:13;Ik kan iedereen alvast vertellen dat het Motie van Wantrouwen er 1000% zeker niet zal komen  #notulendebat;;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/fiascotje/status/1387741780985122817;;;1387741780985122817;
roosvis;schaapje_s;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @Schaapje_S: Well, this is awkward... #notulendebat https://t.co/1Yd4H4KvCr;;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/roosvis/status/1387741796801916929;;;1387741796801916929;
maartendevant;maartendevant;;;;;;;;;;;;;Tweet;29-4-2021 12:01;"Het gaat niet om een ‘cultuurverandering’ of de ‘bestuurscultuur’.

Het gaat om het voorgoed vernietigen van het tw… https://t.co/7Jrbq46pkm";https://twitter.com/i/web/status/1387738875045502981;twitter.com;;29-4-2021 12:01;https://twitter.com/#!/maartendevant/status/1387738875045502981;;;1387738875045502981;
palmtxt;maartendevant;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @MaartenDevant: Het gaat niet om een ‘cultuurverandering’ of de ‘bestuurscultuur’.

Het gaat om het voorgoed vernietigen van het tweedim…";;;;29-4-2021 12:13;https://twitter.com/#!/palmtxt/status/1387741796936175619;;;1387741796936175619;
wilmaeertink;lientje1967;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @lientje1967: De motie van wantrouwen tegen voltallige Kabinet. #notulendebat #toeslagenaffaire https://t.co/i8h5gn1FqG;;;notulendebat toeslagenaffaire;29-4-2021 12:13;https://twitter.com/#!/wilmaeertink/status/1387741797376532484;;;1387741797376532484;
dehik;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 12:13;https://twitter.com/#!/dehik/status/1387741805874143238;;;1387741805874143238;
gvvmu;hdduurvoort;;;;;;;;;;;;;Mentions;29-4-2021 11:56;RT @HDDuurvoort: Ik ben echt volledig aan het afknappen op D66 nu #notulendebat;;;notulendebat;29-4-2021 11:56;https://twitter.com/#!/gvvmu/status/1387737520922939392;;;1387737520922939392;
gvvmu;robjetten;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @CemLacin: Wow, @RobJetten noemt het Kabinet onmachtig in de toeslagenaffaire. Niks onmachtig, het Kabinet wilde deze mensen niet helpen…;;;;29-4-2021 12:13;https://twitter.com/#!/gvvmu/status/1387741808252305408;;;1387741808252305408;
gvvmu;cemlacin;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @CemLacin: Wow, @RobJetten noemt het Kabinet onmachtig in de toeslagenaffaire. Niks onmachtig, het Kabinet wilde deze mensen niet helpen…;;;;29-4-2021 12:13;https://twitter.com/#!/gvvmu/status/1387741808252305408;;;1387741808252305408;
eagle77110;renskeleijten;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/eagle77110/status/1387741828288552962;;;1387741828288552962;
eagle77110;pieteromtzigt;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/eagle77110/status/1387741828288552962;;;1387741828288552962;
eagle77110;niemandsknegt;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/eagle77110/status/1387741828288552962;;;1387741828288552962;
spaceteer;spaceteer;;;;;;;;;;;;;Tweet;29-4-2021 12:07;Toch bijzonder dat kwalificaties als aso's en tuig voor veel minder wel worden gebruikt. 🤔 #notulendebat #toeslagenaffaire;;;notulendebat toeslagenaffaire;29-4-2021 12:07;https://twitter.com/#!/spaceteer/status/1387740400627208193;;;1387740400627208193;
spaceteer;spaceteer;;;;;;;;;;;;;Tweet;29-4-2021 12:13;"Is Dekker niet aanwezig? Of is hij te druk met het afbreken van de rechtsbescherming van de burgers? 
 #notulendebat #toeslagenaffaire";;;notulendebat toeslagenaffaire;29-4-2021 12:13;https://twitter.com/#!/spaceteer/status/1387741842289172480;;;1387741842289172480;
realdutchman6;tonfvandijk;;;;;;;;;;;;;Mentions;29-4-2021 12:01;RT @tonfvandijk: Wilders benoemt de olifant in de Kamer: Wanneer laat mevrouw Hermans haar rol als politiek assitent van Rutte los? #notule…;;;;29-4-2021 12:01;https://twitter.com/#!/realdutchman6/status/1387738755126243328;;;1387738755126243328;
realdutchman6;vera_bergkamp;;;;;;;;;;;;;Mentions;29-4-2021 12:07;RT @InekeBekkering: Ik mis @khadijaArib bij dit debat. De huidige voorzitter @Vera_Bergkamp stuurt in mijn optiek wel érg partijdig #notule…;;;;29-4-2021 12:07;https://twitter.com/#!/realdutchman6/status/1387740240023064576;;;1387740240023064576;
realdutchman6;khadijaarib;;;;;;;;;;;;;Mentions;29-4-2021 12:07;RT @InekeBekkering: Ik mis @khadijaArib bij dit debat. De huidige voorzitter @Vera_Bergkamp stuurt in mijn optiek wel érg partijdig #notule…;;;;29-4-2021 12:07;https://twitter.com/#!/realdutchman6/status/1387740240023064576;;;1387740240023064576;
realdutchman6;inekebekkering;;;;;;;;;;;;;Mentions;29-4-2021 12:07;RT @InekeBekkering: Ik mis @khadijaArib bij dit debat. De huidige voorzitter @Vera_Bergkamp stuurt in mijn optiek wel érg partijdig #notule…;;;;29-4-2021 12:07;https://twitter.com/#!/realdutchman6/status/1387740240023064576;;;1387740240023064576;
realdutchman6;lientje1967;;;;;;;;;;;;;Mentions;29-4-2021 12:07;"RT @SimoneSays123: Nee @AnneKuik dat heb jij NIET gezegd❗️

Heel goed @lientje1967 👏🏻

#notulendebat https://t.co/HwGaDxu6GJ";;;notulendebat;29-4-2021 12:07;https://twitter.com/#!/realdutchman6/status/1387740288693809154;;;1387740288693809154;
realdutchman6;annekuik;;;;;;;;;;;;;Mentions;29-4-2021 12:07;"RT @SimoneSays123: Nee @AnneKuik dat heb jij NIET gezegd❗️

Heel goed @lientje1967 👏🏻

#notulendebat https://t.co/HwGaDxu6GJ";;;notulendebat;29-4-2021 12:07;https://twitter.com/#!/realdutchman6/status/1387740288693809154;;;1387740288693809154;
realdutchman6;simonesays123;;;;;;;;;;;;;Mentions;29-4-2021 12:07;"RT @SimoneSays123: Nee @AnneKuik dat heb jij NIET gezegd❗️

Heel goed @lientje1967 👏🏻

#notulendebat https://t.co/HwGaDxu6GJ";;;notulendebat;29-4-2021 12:07;https://twitter.com/#!/realdutchman6/status/1387740288693809154;;;1387740288693809154;
realdutchman6;vrouwvdvrijheid;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @VrouwvdVrijheid: Ik vind het bijna zielig (bijna) voor Sophie Hermans, ze wordt gewoon in het diepe gegooid en staat tegenover veel zee…;;;;29-4-2021 12:13;https://twitter.com/#!/realdutchman6/status/1387741849650143233;;;1387741849650143233;
ini50673203;tonfvandijk;;;;;;;;;;;;;Mentions;29-4-2021 12:11;RT @tonfvandijk: Wilders benoemt de olifant in de Kamer: Wanneer laat mevrouw Hermans haar rol als politiek assitent van Rutte los? #notule…;;;;29-4-2021 12:11;https://twitter.com/#!/ini50673203/status/1387741211956547584;;;1387741211956547584;
ini50673203;vvd;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @widtvoet: Van Hage klapt uit de school over zijn @VVD tijd:

""Mevrouw Hermans stelt dat het binnen haar partij Kamerleden nooit verbode…";;;;29-4-2021 12:13;https://twitter.com/#!/ini50673203/status/1387741855740276738;;;1387741855740276738;
ini50673203;widtvoet;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @widtvoet: Van Hage klapt uit de school over zijn @VVD tijd:

""Mevrouw Hermans stelt dat het binnen haar partij Kamerleden nooit verbode…";;;;29-4-2021 12:13;https://twitter.com/#!/ini50673203/status/1387741855740276738;;;1387741855740276738;
silvasvapes;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:09;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 12:09;https://twitter.com/#!/silvasvapes/status/1387740936122290177;;;1387740936122290177;
silvasvapes;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:11;"RT @geertwilderspvv: Wat mevrouw Hermans (VVD) laat zien, is geen macht of tegenmacht, maar 100% onmacht. 

#notulendebat #Wilders https://…";;;notulendebat wilders;29-4-2021 12:11;https://twitter.com/#!/silvasvapes/status/1387741363890962432;;;1387741363890962432;
silvasvapes;onrecht2;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @Onrecht2: Anne Kuik, mijn god waar hebben ze die vandaan getrokken?

 #notulendebat";;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/silvasvapes/status/1387741871200423936;;;1387741871200423936;
pietjou;pietjou;;;;;;;;;;;;;Tweet;29-4-2021 11:55;De gesloten houding van mevr. Kuik zegt genoeg.... #notulendebat;;;notulendebat;29-4-2021 11:55;https://twitter.com/#!/pietjou/status/1387737375455973376;;;1387737375455973376;
pietjou;pietjou;;;;;;;;;;;;;Tweet;29-4-2021 11:57;Kunnen de factcheckers ff checken of Kuik idd veel contact heeft met Omtzigt? #notulendebat;;;notulendebat;29-4-2021 11:57;https://twitter.com/#!/pietjou/status/1387737868643147780;;;1387737868643147780;
pietjou;pietjou;;;;;;;;;;;;;Tweet;29-4-2021 12:01;Wat zouden de debatten lekker kort zijn als er een verbod komt op het gebruik van mobiele telefoons in de kamer...d… https://t.co/mLhyt5DBIO;https://twitter.com/i/web/status/1387738770607386625;twitter.com;;29-4-2021 12:01;https://twitter.com/#!/pietjou/status/1387738770607386625;;;1387738770607386625;
pietjou;pietjou;;;;;;;;;;;;;Tweet;29-4-2021 12:13;Mensen die in iedere zin he zeggen......klinkt hetzelfde alsof ze zeggen “weet je” #notulendebat;;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/pietjou/status/1387741887931600898;;;1387741887931600898;
anneen64;ahmedjankasim;;;;;;;;;;;;;Mentions;29-4-2021 12:06;RT @Ahmedjankasim: Ik mis deze man in het notulendebat. Hoop dat hij snel terug is, beterschap!  #notulendebat https://t.co/CH2aIb3E2e;;;notulendebat;29-4-2021 12:06;https://twitter.com/#!/anneen64/status/1387740020719636483;;;1387740020719636483;
anneen64;danielcolclas;;;;;;;;;;;;;Mentions;29-4-2021 12:07;"RT @DanielColclas: Azarkan en Wilders strijdend voor dezelfde zaak. En dan zeggen mensen nog dat Rutte 3 niet verbindt
#notulendebat";;;notulendebat;29-4-2021 12:07;https://twitter.com/#!/anneen64/status/1387740257160941576;;;1387740257160941576;
anneen64;ardjanboersma;;;;;;;;;;;;;Mentions;29-4-2021 12:10;RT @ArdjanBoersma: Ik zou er best wat voor over hebben dat Pieter Omtzigt zo meteen in hoogst eigen persoon de plenaire zaal binnenwandelt…;;;;29-4-2021 12:10;https://twitter.com/#!/anneen64/status/1387740951452454913;;;1387740951452454913;
anneen64;renskeleijten;;;;;;;;;;;;;Mentions;29-4-2021 12:08;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:08;https://twitter.com/#!/anneen64/status/1387740637219495939;;;1387740637219495939;
anneen64;pieteromtzigt;;;;;;;;;;;;;Mentions;29-4-2021 12:08;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:08;https://twitter.com/#!/anneen64/status/1387740637219495939;;;1387740637219495939;
anneen64;niemandsknegt;;;;;;;;;;;;;Mentions;29-4-2021 12:08;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:08;https://twitter.com/#!/anneen64/status/1387740637219495939;;;1387740637219495939;
anneen64;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:10;"RT @geertwilderspvv: Wat mevrouw Hermans (VVD) laat zien, is geen macht of tegenmacht, maar 100% onmacht. 

#notulendebat #Wilders https://…";;;notulendebat wilders;29-4-2021 12:10;https://twitter.com/#!/anneen64/status/1387741167245221890;;;1387741167245221890;
anneen64;zegmaar_lydela;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @zegmaar_LydeLa: Terwijl Vak12 ons wekenlang afleidde met de #toeslagenaffaire en nu het #notulendebat word ons het #vaccinatiepaspoort,…;;;toeslagenaffaire notulendebat vaccinatiepaspoort;29-4-2021 12:13;https://twitter.com/#!/anneen64/status/1387741904809381889;;;1387741904809381889;
gwemeyer;denknl;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @DenkNL: Niet de slachtoffers staan centraal voor deze regering, maar het redden van het eigen hachje. Dit kabinet is de schande voorbij…;;;;29-4-2021 12:13;https://twitter.com/#!/gwemeyer/status/1387741910782160901;;;1387741910782160901;
theolucassen;partijvddieren;;;;;;;;;;;;;Mentions;29-4-2021 12:13;#ruttedoctrine #nieuwleiderschap ik heb de oplossing voor @groenlinks @spnl @PartijvdDieren stem nu hoofdelijk over… https://t.co/IAbzYXAEqW;https://twitter.com/i/web/status/1387741911973310473;twitter.com;ruttedoctrine nieuwleiderschap;29-4-2021 12:13;https://twitter.com/#!/theolucassen/status/1387741911973310473;;;1387741911973310473;
theolucassen;spnl;;;;;;;;;;;;;Mentions;29-4-2021 12:13;#ruttedoctrine #nieuwleiderschap ik heb de oplossing voor @groenlinks @spnl @PartijvdDieren stem nu hoofdelijk over… https://t.co/IAbzYXAEqW;https://twitter.com/i/web/status/1387741911973310473;twitter.com;ruttedoctrine nieuwleiderschap;29-4-2021 12:13;https://twitter.com/#!/theolucassen/status/1387741911973310473;;;1387741911973310473;
theolucassen;groenlinks;;;;;;;;;;;;;Mentions;29-4-2021 12:13;#ruttedoctrine #nieuwleiderschap ik heb de oplossing voor @groenlinks @spnl @PartijvdDieren stem nu hoofdelijk over… https://t.co/IAbzYXAEqW;https://twitter.com/i/web/status/1387741911973310473;twitter.com;ruttedoctrine nieuwleiderschap;29-4-2021 12:13;https://twitter.com/#!/theolucassen/status/1387741911973310473;;;1387741911973310473;
dylandunnn;nectemerenec;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @nectemerenec: #notulendebat #notulenministerraad #notulengate 

ZET HEM OP RUTTE 

JE KAN HET KAAG 

HOU VOL WOBKE HOEKSTRA 

#WEF IS W…";;;notulendebat notulenministerraad notulengate wef;29-4-2021 12:13;https://twitter.com/#!/dylandunnn/status/1387741913479012357;;;1387741913479012357;
terry00221824;schaapje_s;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @Schaapje_S: Well, this is awkward... #notulendebat https://t.co/1Yd4H4KvCr;;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/terry00221824/status/1387741916901609473;;;1387741916901609473;
meljongen;meljongen;;;;;;;;;;;;;Tweet;29-4-2021 11:55;"Wat een ongelofelijke bak lettersoep. Niet ""to the point"" en nauwelijks te volgen. Genant gewoon. Lijkt wel of ik o… https://t.co/PWp1H8NDc5";https://twitter.com/i/web/status/1387737317331329024;twitter.com;;29-4-2021 11:55;https://twitter.com/#!/meljongen/status/1387737317331329024;;;1387737317331329024;
paulina_bos;meljongen;;;;;;;;;;;;;Mentions;29-4-2021 11:56;"RT @MelJongen: Wat een ongelofelijke bak lettersoep. Niet ""to the point"" en nauwelijks te volgen. Genant gewoon. Lijkt wel of ik om 3 uur s…";;;;29-4-2021 11:56;https://twitter.com/#!/paulina_bos/status/1387737567634808832;;;1387737567634808832;
paulina_bos;paulina_bos;;;;;;;;;;;;;Tweet;29-4-2021 12:13;Gestuntel van #Kuik en van de andere woordvoerder ofwel tassendrager #Hermans Ongemakkelijk #notulendebat;;;kuik hermans notulendebat;29-4-2021 12:13;https://twitter.com/#!/paulina_bos/status/1387741925420249090;;;1387741925420249090;
valk90;dijkwachter;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @dijkwachter: #notulendebat 
@lientje1967 geeft even aan dat mijnheer Omtzigt thuis zit vanwege het gedrag van de konkelcoalitie en niet…";;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/valk90/status/1387741927148343297;;;1387741927148343297;
valk90;lientje1967;;;;;;;;;;;;;Mentions;29-4-2021 12:13;"RT @dijkwachter: #notulendebat 
@lientje1967 geeft even aan dat mijnheer Omtzigt thuis zit vanwege het gedrag van de konkelcoalitie en niet…";;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/valk90/status/1387741927148343297;;;1387741927148343297;
nynkehoekstra2;schaapje_s;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @Schaapje_S: Well, this is awkward... #notulendebat https://t.co/1Yd4H4KvCr;;;notulendebat;29-4-2021 12:13;https://twitter.com/#!/nynkehoekstra2/status/1387741944005095424;;;1387741944005095424;
reconquistarec1;pizza1200;;;;;;;;;;;;;Mentions;29-4-2021 12:14;"RT @pizza1200: #notulendebat

Noorlander maakt het wel erg bond,
Hij gaat pal achter het kabinet staan en suggereert dat de oppositie het a…";;;notulendebat;29-4-2021 12:14;https://twitter.com/#!/reconquistarec1/status/1387741960967016450;;;1387741960967016450;
peterterhorst;peterterhorst;;;;;;;;;;;;;Tweet;29-4-2021 12:14;Nou, we kunnen ons opmaken voor een volgend debat. Ik zie Koolmees het hier duidelijk hebben over het ‘gevalletje’… https://t.co/Dtg33l1HYU;https://twitter.com/i/web/status/1387741982332755969;twitter.com;;29-4-2021 12:14;https://twitter.com/#!/peterterhorst/status/1387741982332755969;;;1387741982332755969;
skoster01;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @geertwilderspvv: Wat mevrouw Hermans (VVD) laat zien, is geen macht of tegenmacht, maar 100% onmacht. 

#notulendebat #Wilders https://…";;;notulendebat wilders;29-4-2021 12:00;https://twitter.com/#!/skoster01/status/1387738587681132548;;;1387738587681132548;
skoster01;vvd;;;;;;;;;;;;;Mentions;29-4-2021 12:10;"RT @widtvoet: Van Hage klapt uit de school over zijn @VVD tijd:

""Mevrouw Hermans stelt dat het binnen haar partij Kamerleden nooit verbode…";;;;29-4-2021 12:10;https://twitter.com/#!/skoster01/status/1387741048017989634;;;1387741048017989634;
skoster01;widtvoet;;;;;;;;;;;;;Mentions;29-4-2021 12:10;"RT @widtvoet: Van Hage klapt uit de school over zijn @VVD tijd:

""Mevrouw Hermans stelt dat het binnen haar partij Kamerleden nooit verbode…";;;;29-4-2021 12:10;https://twitter.com/#!/skoster01/status/1387741048017989634;;;1387741048017989634;
skoster01;cdavandaag;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @widtvoet: Mejuffrouw Anne Kuik @cdavandaag weigert zich tot vijf keer toe uit te spreken over het onrecht dat Pieter Omtzigt is aangeda…;;;;29-4-2021 12:13;https://twitter.com/#!/skoster01/status/1387741952364400649;;;1387741952364400649;
skoster01;widtvoet;;;;;;;;;;;;;Mentions;29-4-2021 12:13;RT @widtvoet: Mejuffrouw Anne Kuik @cdavandaag weigert zich tot vijf keer toe uit te spreken over het onrecht dat Pieter Omtzigt is aangeda…;;;;29-4-2021 12:13;https://twitter.com/#!/skoster01/status/1387741952364400649;;;1387741952364400649;
skoster01;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @VrouwvdVrijheid: #PVV @geertwilderspvv tegen #VVD Sophie Hermans: U bent de vleesgeworden onmacht hier vandaag, u bent de assistent en…;;;pvv vvd;29-4-2021 12:14;https://twitter.com/#!/skoster01/status/1387741985331716101;;;1387741985331716101;
skoster01;vrouwvdvrijheid;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @VrouwvdVrijheid: #PVV @geertwilderspvv tegen #VVD Sophie Hermans: U bent de vleesgeworden onmacht hier vandaag, u bent de assistent en…;;;pvv vvd;29-4-2021 12:14;https://twitter.com/#!/skoster01/status/1387741985331716101;;;1387741985331716101;
apstreefkerk;tonfvandijk;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @tonfvandijk: Het #notulendebat  staat meer in het teken van toekomstige regeringsdeelname dan ieder ander onderwerp.;;;notulendebat;29-4-2021 12:14;https://twitter.com/#!/apstreefkerk/status/1387741994303242241;;;1387741994303242241;
beekmans6;neutrinoide;;;;;;;;;;;;;Mentions;29-4-2021 11:58;"RT @neutrinoide: Mevr. Kuik  laat in debat collega Omzigt ook keihard vallen wat een walgelijke partij.  ""Geen idee wat Hoekstra bedoelde m…";;;;29-4-2021 11:58;https://twitter.com/#!/beekmans6/status/1387738172646363141;;;1387738172646363141;
beekmans6;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 12:00;https://twitter.com/#!/beekmans6/status/1387738461344608258;;;1387738461344608258;
beekmans6;servuspecum;;;;;;;;;;;;;Mentions;29-4-2021 12:04;RT @ServusPecum: #notulendebat WEF coalitie blijf regeren?;;;notulendebat;29-4-2021 12:04;https://twitter.com/#!/beekmans6/status/1387739563775471618;;;1387739563775471618;
beekmans6;d66;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @EricaKarel1: Dit debat kijkende kan ik alleen maar concluderen dat de woordvoerders van @cdavandaag @VVD en @D66 #notulendebat, heel go…;;;notulendebat;29-4-2021 12:14;https://twitter.com/#!/beekmans6/status/1387741972165808134;;;1387741972165808134;
beekmans6;vvd;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @EricaKarel1: Dit debat kijkende kan ik alleen maar concluderen dat de woordvoerders van @cdavandaag @VVD en @D66 #notulendebat, heel go…;;;notulendebat;29-4-2021 12:14;https://twitter.com/#!/beekmans6/status/1387741972165808134;;;1387741972165808134;
beekmans6;cdavandaag;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @EricaKarel1: Dit debat kijkende kan ik alleen maar concluderen dat de woordvoerders van @cdavandaag @VVD en @D66 #notulendebat, heel go…;;;notulendebat;29-4-2021 12:14;https://twitter.com/#!/beekmans6/status/1387741972165808134;;;1387741972165808134;
beekmans6;ericakarel1;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @EricaKarel1: Dit debat kijkende kan ik alleen maar concluderen dat de woordvoerders van @cdavandaag @VVD en @D66 #notulendebat, heel go…;;;notulendebat;29-4-2021 12:14;https://twitter.com/#!/beekmans6/status/1387741972165808134;;;1387741972165808134;
beekmans6;ronald_brok;;;;;;;;;;;;;Mentions;29-4-2021 12:14;"RT @ronald_brok: Krijg steeds meer het gevoel dat die criminele bende gewoon blijft zitten.  
#armNederland
#notulendebat";;;armnederland notulendebat;29-4-2021 12:14;https://twitter.com/#!/beekmans6/status/1387742005372100608;;;1387742005372100608;
hartsuus;femkemerel;;;;;;;;;;;;;Mentions;29-4-2021 12:11;RT @FemkeMerel: Huh?!? #opgeklopteophef?! Dit is de 1e keer dat de Kamer deze notulen ziet! En de POK alleen de geanonimiseerde samenvattin…;;;opgeklopteophef;29-4-2021 12:11;https://twitter.com/#!/hartsuus/status/1387741375387557889;;;1387741375387557889;
hartsuus;robjetten;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @FemkeMerel: Wow... Dit is echt héél gênant. Wat doet @RobJetten!... Rob, wat doe je! Doorbréék die coalitiedwang nou eens!! Kom op! Laa…;;;;29-4-2021 12:14;https://twitter.com/#!/hartsuus/status/1387742030751752199;;;1387742030751752199;
hartsuus;femkemerel;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @FemkeMerel: Wow... Dit is echt héél gênant. Wat doet @RobJetten!... Rob, wat doe je! Doorbréék die coalitiedwang nou eens!! Kom op! Laa…;;;;29-4-2021 12:14;https://twitter.com/#!/hartsuus/status/1387742030751752199;;;1387742030751752199;
tweetprvn;annekuik;;;;;;;;;;;;;Mentions;29-4-2021 11:56;"RT @MerlotVine: #Notulendebat
Wat een verschrikking is @AnneKuik (CDA).
Slecht gespeelde debat-nonchalance, en ondertussen stokouwe  partij…";;;notulendebat;29-4-2021 11:56;https://twitter.com/#!/tweetprvn/status/1387737498399481857;;;1387737498399481857;
tweetprvn;merlotvine;;;;;;;;;;;;;Mentions;29-4-2021 11:56;"RT @MerlotVine: #Notulendebat
Wat een verschrikking is @AnneKuik (CDA).
Slecht gespeelde debat-nonchalance, en ondertussen stokouwe  partij…";;;notulendebat;29-4-2021 11:56;https://twitter.com/#!/tweetprvn/status/1387737498399481857;;;1387737498399481857;
tweetprvn;vvd;;;;;;;;;;;;;Mentions;29-4-2021 11:56;"RT @TwitPollNL: De @VVD ziet geen politiek motief in het achterhouden van informatie in het #notulendebat: https://t.co/xoYCu8WwbX

Gelooft…";https://www.nu.nl/politiek/6130457;nu.nl;notulendebat;29-4-2021 11:56;https://twitter.com/#!/tweetprvn/status/1387737566703718400;;;1387737566703718400;
tweetprvn;twitpollnl;;;;;;;;;;;;;Mentions;29-4-2021 11:56;"RT @TwitPollNL: De @VVD ziet geen politiek motief in het achterhouden van informatie in het #notulendebat: https://t.co/xoYCu8WwbX

Gelooft…";https://www.nu.nl/politiek/6130457;nu.nl;notulendebat;29-4-2021 11:56;https://twitter.com/#!/tweetprvn/status/1387737566703718400;;;1387737566703718400;
tweetprvn;tweetprvn;;;;;;;;;;;;;Tweet;29-4-2021 12:02;Tjeenk Willink moet een #ministerpresident #premier zoeken die a.) geen #Rutte heet b.) lichtjaren afstaat van het… https://t.co/teyANNFoq7;https://twitter.com/i/web/status/1387739073700409344;twitter.com;ministerpresident premier rutte;29-4-2021 12:02;https://twitter.com/#!/tweetprvn/status/1387739073700409344;;;1387739073700409344;
tweetprvn;sonnyspek;;;;;;;;;;;;;Mentions;29-4-2021 12:14;RT @sonnyspek: Straks gaan het CDA, VVD, D66 en CU doodleuk het schenden van de Grondwet en het sensibiliseren van Pieter Omtzigt verdedige…;;;;29-4-2021 12:14;https://twitter.com/#!/tweetprvn/status/1387742030755991556;;;1387742030755991556;
