;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
vonoky;renskeleijten;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/vonoky/status/1387738578499813378;;;1387738578499813378;
vonoky;pieteromtzigt;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/vonoky/status/1387738578499813378;;;1387738578499813378;
vonoky;niemandsknegt;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/vonoky/status/1387738578499813378;;;1387738578499813378;
svstv;minpres;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @Sturges05059627: #notulendebat 
@hermans_sophie wordt met ingang van vandaag trending als zijnde #tassendrager van @MinPres .

To the p…";;;notulendebat tassendrager;29-4-2021 12:00;https://twitter.com/#!/svstv/status/1387738581175779329;;;1387738581175779329;
svstv;hermans_sophie;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @Sturges05059627: #notulendebat 
@hermans_sophie wordt met ingang van vandaag trending als zijnde #tassendrager van @MinPres .

To the p…";;;notulendebat tassendrager;29-4-2021 12:00;https://twitter.com/#!/svstv/status/1387738581175779329;;;1387738581175779329;
svstv;sturges05059627;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @Sturges05059627: #notulendebat 
@hermans_sophie wordt met ingang van vandaag trending als zijnde #tassendrager van @MinPres .

To the p…";;;notulendebat tassendrager;29-4-2021 12:00;https://twitter.com/#!/svstv/status/1387738581175779329;;;1387738581175779329;
bouwellen;lientje1967;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @Terphuis: Scherp @lientje1967 om Omtzigt te citeren: ""Ik ben vier jaar lang voorgelogen door het kabinet dat ik heb gesteund. Ja, halló…";;;;29-4-2021 12:00;https://twitter.com/#!/bouwellen/status/1387738583767912454;;;1387738583767912454;
bouwellen;terphuis;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @Terphuis: Scherp @lientje1967 om Omtzigt te citeren: ""Ik ben vier jaar lang voorgelogen door het kabinet dat ik heb gesteund. Ja, halló…";;;;29-4-2021 12:00;https://twitter.com/#!/bouwellen/status/1387738583767912454;;;1387738583767912454;
kitchen86;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 12:00;https://twitter.com/#!/kitchen86/status/1387738586431242247;;;1387738586431242247;
noot_van;annekuik;;;;;;;;;;;;;Mentions;29-4-2021 12:00;#notulendebat  @AnneKuik  Voor de CDA fractie hebben de ouders altijd op de eerste plaats gestaan....;;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/noot_van/status/1387738594278846470;;;1387738594278846470;
gilia_vd;gilia_vd;;;;;;;;;;;;;Tweet;29-4-2021 12:00;Het zou toch gaan over de #notulen? Het #toeslagenaffaire #toeslagendebat komt toch later #notulendebat #cda;;;notulen toeslagenaffaire toeslagendebat notulendebat cda;29-4-2021 12:00;https://twitter.com/#!/gilia_vd/status/1387738595826487299;;;1387738595826487299;
bibliofilie;bibliofilie;;;;;;;;;;;;;Tweet;29-4-2021 11:55;Niet zo lang geleden citeerde ik onderstaande uitspraak van Koos van Zomeren. Nu ik zie hoe het CDA, de eigen parti… https://t.co/ifrdFWDZ9p;https://twitter.com/i/web/status/1387737205301514243;twitter.com;;29-4-2021 11:55;https://twitter.com/#!/bibliofilie/status/1387737205301514243;;;1387737205301514243;
fvdstadt;bibliofilie;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @bibliofilie: Niet zo lang geleden citeerde ik onderstaande uitspraak van Koos van Zomeren. Nu ik zie hoe het CDA, de eigen partij van O…;;;;29-4-2021 12:00;https://twitter.com/#!/fvdstadt/status/1387738488590807050;;;1387738488590807050;
fvdstadt;pdekoning;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @pdekoning: CDA'er @AnneKuik: 'Mijn collega Pieter Omtzigt is letterlijk ziek geworden door alle tegenwerking' #toeslagenaffaire #notule…;;;toeslagenaffaire;29-4-2021 12:00;https://twitter.com/#!/fvdstadt/status/1387738605636968453;;;1387738605636968453;
fvdstadt;vogelvrijeharts;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @VogelvrijeHArts: Weerzinwekkende infantiele pleidooien in de Tweede Kamer voorbij zien komen.. dat moet dan een #CoronaCrisis aanpakken…;;;coronacrisis;29-4-2021 12:00;https://twitter.com/#!/fvdstadt/status/1387738616839950339;;;1387738616839950339;
fvdstadt;tonfvandijk;;;;;;;;;;;;;Mentions;29-4-2021 11:56;RT @tonfvandijk: De #VVD steunt de conclusies van de commissie Van Dam nog steeds. Behalve op het enige punt dat Rutte vandaag in de proble…;;;vvd;29-4-2021 11:56;https://twitter.com/#!/fvdstadt/status/1387737429659033601;;;1387737429659033601;
fvdstadt;robjetten;;;;;;;;;;;;;Mentions;29-4-2021 11:56;RT @talithamuusse: Blijkbaar hebben de meest ervaren kamerleden @RobJetten niet kunnen sensibiliseren om vandaag volksvertegenwoordiger te…;;;;29-4-2021 11:56;https://twitter.com/#!/fvdstadt/status/1387737466845765635;;;1387737466845765635;
fvdstadt;talithamuusse;;;;;;;;;;;;;Mentions;29-4-2021 11:56;RT @talithamuusse: Blijkbaar hebben de meest ervaren kamerleden @RobJetten niet kunnen sensibiliseren om vandaag volksvertegenwoordiger te…;;;;29-4-2021 11:56;https://twitter.com/#!/fvdstadt/status/1387737466845765635;;;1387737466845765635;
fvdstadt;keesvanamstel;;;;;;;;;;;;;Mentions;29-4-2021 11:59;RT @keesvanamstel: Oef, mevrouw Kuik van het CDA kan nog wel een debatcursusje gebruiken. Zwak verhaal en Omtzigt wordt niet bepaald gesteu…;;;;29-4-2021 11:59;https://twitter.com/#!/fvdstadt/status/1387738224588738564;;;1387738224588738564;
fvdstadt;vvd;;;;;;;;;;;;;Mentions;29-4-2021 11:59;RT @tonfvandijk: .@hermans_sophie van de @VVD steunt Rutte op het kritische punt van de politieke motivatie om de motie van #Omtzigt niet u…;;;omtzigt;29-4-2021 11:59;https://twitter.com/#!/fvdstadt/status/1387738376116264962;;;1387738376116264962;
fvdstadt;hermans_sophie;;;;;;;;;;;;;Mentions;29-4-2021 11:59;RT @tonfvandijk: .@hermans_sophie van de @VVD steunt Rutte op het kritische punt van de politieke motivatie om de motie van #Omtzigt niet u…;;;omtzigt;29-4-2021 11:59;https://twitter.com/#!/fvdstadt/status/1387738376116264962;;;1387738376116264962;
fvdstadt;tonfvandijk;;;;;;;;;;;;;Mentions;29-4-2021 11:59;RT @tonfvandijk: .@hermans_sophie van de @VVD steunt Rutte op het kritische punt van de politieke motivatie om de motie van #Omtzigt niet u…;;;omtzigt;29-4-2021 11:59;https://twitter.com/#!/fvdstadt/status/1387738376116264962;;;1387738376116264962;
fvdstadt;annekuik;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @pdekoning: CDA'er @AnneKuik: 'Mijn collega Pieter Omtzigt is letterlijk ziek geworden door alle tegenwerking' #toeslagenaffaire #notule…;;;toeslagenaffaire;29-4-2021 12:00;https://twitter.com/#!/fvdstadt/status/1387738605636968453;;;1387738605636968453;
hade038;hade038;;;;;;;;;;;;;Tweet;29-4-2021 11:55;Vond Arib toch beter of mag je dat niet zeggen. #notulendebat;;;notulendebat;29-4-2021 11:55;https://twitter.com/#!/hade038/status/1387737191925886976;;;1387737191925886976;
catweazle100;hade038;;;;;;;;;;;;;Mentions;29-4-2021 11:56;RT @hade038: Vond Arib toch beter of mag je dat niet zeggen. #notulendebat;;;notulendebat;29-4-2021 11:56;https://twitter.com/#!/catweazle100/status/1387737642402467850;;;1387737642402467850;
catweazle100;renskeleijten;;;;;;;;;;;;;Mentions;29-4-2021 11:54;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 11:54;https://twitter.com/#!/catweazle100/status/1387737132081483776;;;1387737132081483776;
catweazle100;pieteromtzigt;;;;;;;;;;;;;Mentions;29-4-2021 11:54;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 11:54;https://twitter.com/#!/catweazle100/status/1387737132081483776;;;1387737132081483776;
catweazle100;niemandsknegt;;;;;;;;;;;;;Mentions;29-4-2021 11:54;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 11:54;https://twitter.com/#!/catweazle100/status/1387737132081483776;;;1387737132081483776;
catweazle100;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 11:58;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 11:58;https://twitter.com/#!/catweazle100/status/1387738075669975045;;;1387738075669975045;
catweazle100;catweazle100;;;;;;;;;;;;;Tweet;29-4-2021 12:00;Idee: debat stoppen en nieuwe verkiezingen. Dit debat is zonde van de tijd en lost niets op.  Ga liever zwartepiete… https://t.co/eBbEdP19wC;https://twitter.com/i/web/status/1387738621898379268;twitter.com;;29-4-2021 12:00;https://twitter.com/#!/catweazle100/status/1387738621898379268;;;1387738621898379268;
wiltrudetvdb;marcelbar8;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @marcelbar8: Temidden van een heleboel volksmennerij en slechte toneelstukjes vind ik Jesse #Klaver vandaag een aangename en verrassende…;;;klaver;29-4-2021 12:00;https://twitter.com/#!/wiltrudetvdb/status/1387738641766785024;;;1387738641766785024;
petra30004855;petra30004855;;;;;;;;;;;;;Tweet;29-4-2021 11:53;O mijn hemel ik wordt gewoon pissig als dat mens praat. Dat neplachje  bah🤮#kuik Kom kamerleden maak haar verbaal af.  #notulendebat;;;kuik notulendebat;29-4-2021 11:53;https://twitter.com/#!/petra30004855/status/1387736692510101505;;;1387736692510101505;
petra30004855;petra30004855;;;;;;;;;;;;;Tweet;29-4-2021 12:00;#annekuik Deze vrouw doet net alsof de CDA geen verantwoordelijkheid heeft voor wat er gebeurd is, ze gaat in de aa… https://t.co/maLjwwDAkC;https://twitter.com/i/web/status/1387738642479726595;twitter.com;annekuik;29-4-2021 12:00;https://twitter.com/#!/petra30004855/status/1387738642479726595;;;1387738642479726595;
vbaerlestraat;vbaerlestraat;;;;;;;;;;;;;Tweet;29-4-2021 12:00;Best knap met zoveel woorden niks zeggen. #notulendebat;;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/vbaerlestraat/status/1387738643050213380;;;1387738643050213380;
geenbner74;d66;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @geertwilderspvv: Het ware gezicht van @D66:
een partij vol a-liberale, vrijheidsbeperkende en Kamerlid-knevelende opportunisten.  

#no…";;;;29-4-2021 12:00;https://twitter.com/#!/geenbner74/status/1387738653120684038;;;1387738653120684038;
geenbner74;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:00;"RT @geertwilderspvv: Het ware gezicht van @D66:
een partij vol a-liberale, vrijheidsbeperkende en Kamerlid-knevelende opportunisten.  

#no…";;;;29-4-2021 12:00;https://twitter.com/#!/geenbner74/status/1387738653120684038;;;1387738653120684038;
hellawoland;carlito9911;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @carlito9911: @NickyMonreau En alles blijft bij het oude. En over 6 maanden heeft een deel van de ouders nog steeds geen compensatie ont…;;;;29-4-2021 12:00;https://twitter.com/#!/hellawoland/status/1387738672624242694;;;1387738672624242694;
hellawoland;slaghoedje;;;;;;;;;;;;;Mentions;29-4-2021 11:59;RT @slaghoedje: Kamervoorzitster Bergkamp gaat door waar Arib was gebleven. Je laat de coalitie ongestoord door kletsen en Kapt Wilders zo…;;;;29-4-2021 11:59;https://twitter.com/#!/hellawoland/status/1387738194582573057;;;1387738194582573057;
hellawoland;lientje1967;;;;;;;;;;;;;Mentions;29-4-2021 11:59;RT @lientje1967: De motie van wantrouwen tegen voltallige Kabinet. #notulendebat #toeslagenaffaire https://t.co/i8h5gn1FqG;;;notulendebat toeslagenaffaire;29-4-2021 11:59;https://twitter.com/#!/hellawoland/status/1387738412908793862;;;1387738412908793862;
hellawoland;vvd;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @PostmaOne: #notulendebat beschamend hoe de woordvoerders van @cdavandaag en @VVD de waarheid niet willen/mogen(?)  benoemen.;;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/hellawoland/status/1387738527371350016;;;1387738527371350016;
hellawoland;cdavandaag;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @PostmaOne: #notulendebat beschamend hoe de woordvoerders van @cdavandaag en @VVD de waarheid niet willen/mogen(?)  benoemen.;;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/hellawoland/status/1387738527371350016;;;1387738527371350016;
hellawoland;postmaone;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @PostmaOne: #notulendebat beschamend hoe de woordvoerders van @cdavandaag en @VVD de waarheid niet willen/mogen(?)  benoemen.;;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/hellawoland/status/1387738527371350016;;;1387738527371350016;
hellawoland;nickymonreau;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @carlito9911: @NickyMonreau En alles blijft bij het oude. En over 6 maanden heeft een deel van de ouders nog steeds geen compensatie ont…;;;;29-4-2021 12:00;https://twitter.com/#!/hellawoland/status/1387738672624242694;;;1387738672624242694;
giorgeauws_;giorgeauws_;;;;;;;;;;;;;Tweet;29-4-2021 12:00;De arrogantie druipt gewoon van het lacherige toontje af #notulendebat;;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/giorgeauws_/status/1387738672691388421;;;1387738672691388421;
pauline1h;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 11:59;"RT @geertwilderspvv: Wat mevrouw Hermans (VVD) laat zien, is geen macht of tegenmacht, maar 100% onmacht. 

#notulendebat #Wilders https://…";;;notulendebat wilders;29-4-2021 11:59;https://twitter.com/#!/pauline1h/status/1387738265122484225;;;1387738265122484225;
pauline1h;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 11:59;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 11:59;https://twitter.com/#!/pauline1h/status/1387738432261210114;;;1387738432261210114;
pauline1h;wybrenvanhaga;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @lientje1967: @F_azarkan dient motie van wantrouwen in tegen het Kabinet Motie is ondertekend door @BoerBurgerB , @WybrenvanHaga @geertw…;;;;29-4-2021 12:00;https://twitter.com/#!/pauline1h/status/1387738674696163329;;;1387738674696163329;
pauline1h;boerburgerb;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @lientje1967: @F_azarkan dient motie van wantrouwen in tegen het Kabinet Motie is ondertekend door @BoerBurgerB , @WybrenvanHaga @geertw…;;;;29-4-2021 12:00;https://twitter.com/#!/pauline1h/status/1387738674696163329;;;1387738674696163329;
pauline1h;f_azarkan;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @lientje1967: @F_azarkan dient motie van wantrouwen in tegen het Kabinet Motie is ondertekend door @BoerBurgerB , @WybrenvanHaga @geertw…;;;;29-4-2021 12:00;https://twitter.com/#!/pauline1h/status/1387738674696163329;;;1387738674696163329;
pauline1h;lientje1967;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @lientje1967: @F_azarkan dient motie van wantrouwen in tegen het Kabinet Motie is ondertekend door @BoerBurgerB , @WybrenvanHaga @geertw…;;;;29-4-2021 12:00;https://twitter.com/#!/pauline1h/status/1387738674696163329;;;1387738674696163329;
kapper55;minpres;;;;;;;;;;;;;Mentions;29-4-2021 11:55;Ja het @cdavandaag neemt het niet zou nauw met democratie en haar eigen kamerleden. Alles om met @MinPres mee te mo… https://t.co/Wb5Kho8K4F;https://twitter.com/i/web/status/1387737288097079303;twitter.com;;29-4-2021 11:55;https://twitter.com/#!/kapper55/status/1387737288097079303;;;1387737288097079303;
kapper55;cdavandaag;;;;;;;;;;;;;Mentions;29-4-2021 11:55;Ja het @cdavandaag neemt het niet zou nauw met democratie en haar eigen kamerleden. Alles om met @MinPres mee te mo… https://t.co/Wb5Kho8K4F;https://twitter.com/i/web/status/1387737288097079303;twitter.com;;29-4-2021 11:55;https://twitter.com/#!/kapper55/status/1387737288097079303;;;1387737288097079303;
spaarlamp;kapper55;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @kapper55: Ja het @cdavandaag neemt het niet zou nauw met democratie en haar eigen kamerleden. Alles om met @MinPres mee te mogen regere…;;;;29-4-2021 12:00;https://twitter.com/#!/spaarlamp/status/1387738676139016193;;;1387738676139016193;
spaarlamp;minpres;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @kapper55: Ja het @cdavandaag neemt het niet zou nauw met democratie en haar eigen kamerleden. Alles om met @MinPres mee te mogen regere…;;;;29-4-2021 12:00;https://twitter.com/#!/spaarlamp/status/1387738676139016193;;;1387738676139016193;
spaarlamp;cdavandaag;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @kapper55: Ja het @cdavandaag neemt het niet zou nauw met democratie en haar eigen kamerleden. Alles om met @MinPres mee te mogen regere…;;;;29-4-2021 12:00;https://twitter.com/#!/spaarlamp/status/1387738676139016193;;;1387738676139016193;
w58831597;w58831597;;;;;;;;;;;;;Tweet;29-4-2021 12:00;Hermans is totaal incapabel als fractievoorzitter van de VVD. Maar dat is alleen maar goed voor de verkiezingen zometeen !!! #notulendebat;;;notulendebat;29-4-2021 12:00;https://twitter.com/#!/w58831597/status/1387738677846200321;;;1387738677846200321;
marylouq7;lientje1967;;;;;;;;;;;;;Mentions;29-4-2021 11:59;"RT @SimoneSays123: Nee @AnneKuik dat heb jij NIET gezegd❗️

Heel goed @lientje1967 👏🏻

#notulendebat https://t.co/HwGaDxu6GJ";;;notulendebat;29-4-2021 11:59;https://twitter.com/#!/marylouq7/status/1387738280381358080;;;1387738280381358080;
marylouq7;annekuik;;;;;;;;;;;;;Mentions;29-4-2021 11:59;"RT @SimoneSays123: Nee @AnneKuik dat heb jij NIET gezegd❗️

Heel goed @lientje1967 👏🏻

#notulendebat https://t.co/HwGaDxu6GJ";;;notulendebat;29-4-2021 11:59;https://twitter.com/#!/marylouq7/status/1387738280381358080;;;1387738280381358080;
marylouq7;simonesays123;;;;;;;;;;;;;Mentions;29-4-2021 11:59;"RT @SimoneSays123: Nee @AnneKuik dat heb jij NIET gezegd❗️

Heel goed @lientje1967 👏🏻

#notulendebat https://t.co/HwGaDxu6GJ";;;notulendebat;29-4-2021 11:59;https://twitter.com/#!/marylouq7/status/1387738280381358080;;;1387738280381358080;
marylouq7;renskeleijten;;;;;;;;;;;;;Mentions;29-4-2021 12:01;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:01;https://twitter.com/#!/marylouq7/status/1387738686704521216;;;1387738686704521216;
marylouq7;pieteromtzigt;;;;;;;;;;;;;Mentions;29-4-2021 12:01;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:01;https://twitter.com/#!/marylouq7/status/1387738686704521216;;;1387738686704521216;
marylouq7;niemandsknegt;;;;;;;;;;;;;Mentions;29-4-2021 12:01;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:01;https://twitter.com/#!/marylouq7/status/1387738686704521216;;;1387738686704521216;
janwandelaar3;janwandelaar3;;;;;;;;;;;;;Tweet;29-4-2021 11:56;"Die Klaver. Wat een pussy. Wat mis ik Femke Halsema. 

GroenLinks niet mijn club (en zal t nooit worden), maar Hals… https://t.co/Juheis8LQd";https://twitter.com/i/web/status/1387737452308205569;twitter.com;;29-4-2021 11:56;https://twitter.com/#!/janwandelaar3/status/1387737452308205569;;;1387737452308205569;
janwandelaar3;janwandelaar3;;;;;;;;;;;;;Tweet;29-4-2021 12:01;Kuik kan nog 100x zeggen dat het kabinet terecht is afgetreden, wat natuurlijk waar is, maar dat heeft natuurlijk h… https://t.co/ORoHpmsHHH;https://twitter.com/i/web/status/1387738687400816645;twitter.com;;29-4-2021 12:01;https://twitter.com/#!/janwandelaar3/status/1387738687400816645;;;1387738687400816645;
ellyb53292373;renskeleijten;;;;;;;;;;;;;Mentions;29-4-2021 12:01;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:01;https://twitter.com/#!/ellyb53292373/status/1387738694887563272;;;1387738694887563272;
ellyb53292373;pieteromtzigt;;;;;;;;;;;;;Mentions;29-4-2021 12:01;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:01;https://twitter.com/#!/ellyb53292373/status/1387738694887563272;;;1387738694887563272;
ellyb53292373;niemandsknegt;;;;;;;;;;;;;Mentions;29-4-2021 12:01;"RT @NiemandsKnegt: #Notulendebat

Let wel, deze hartenkreten en woede uitbarstingen van @PieterOmtzigt en @RenskeLeijten vonden plaats op 1…";;;notulendebat;29-4-2021 12:01;https://twitter.com/#!/ellyb53292373/status/1387738694887563272;;;1387738694887563272;
wittevreugop1;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:01;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 12:01;https://twitter.com/#!/wittevreugop1/status/1387738697349713928;;;1387738697349713928;
arend010;arend010;;;;;;;;;;;;;Tweet;29-4-2021 12:01;Constant over aftreden beginnen. Ja dat was nogal een statement zeg, EEN MAAND voor de verkiezingen! Nu opstappen d… https://t.co/4rsqXhwsAO;https://twitter.com/i/web/status/1387738701976018945;twitter.com;;29-4-2021 12:01;https://twitter.com/#!/arend010/status/1387738701976018945;;;1387738701976018945;
hennydewinter2;robjetten;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @FemkeMerel: Wow... Dit is echt héél gênant. Wat doet @RobJetten!... Rob, wat doe je! Doorbréék die coalitiedwang nou eens!! Kom op! Laa…;;;;29-4-2021 12:00;https://twitter.com/#!/hennydewinter2/status/1387738546497376259;;;1387738546497376259;
hennydewinter2;femkemerel;;;;;;;;;;;;;Mentions;29-4-2021 12:00;RT @FemkeMerel: Wow... Dit is echt héél gênant. Wat doet @RobJetten!... Rob, wat doe je! Doorbréék die coalitiedwang nou eens!! Kom op! Laa…;;;;29-4-2021 12:00;https://twitter.com/#!/hennydewinter2/status/1387738546497376259;;;1387738546497376259;
hennydewinter2;gelehesjesnl;;;;;;;;;;;;;Mentions;29-4-2021 12:01;RT @GeLeHesjesNL: De overheid experimenteert voor een #avondklok. Onze overheid knuppelt mensen weg terwijl we een #demonstratierecht hebbe…;;;avondklok demonstratierecht;29-4-2021 12:01;https://twitter.com/#!/hennydewinter2/status/1387738703766999044;;;1387738703766999044;
albertraaphors1;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 12:01;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 12:01;https://twitter.com/#!/albertraaphors1/status/1387738707688632321;;;1387738707688632321;
peb1965;peb1965;;;;;;;;;;;;;Tweet;29-4-2021 12:01;Bekuik het maar ..... #notulendebat https://t.co/LCOUWOdyAA;;;notulendebat;29-4-2021 12:01;https://twitter.com/#!/peb1965/status/1387738719281721346;;;1387738719281721346;
marssieboy1968;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 11:57;"RT @geertwilderspvv: Wat mevrouw Hermans (VVD) laat zien, is geen macht of tegenmacht, maar 100% onmacht. 

#notulendebat #Wilders https://…";;;notulendebat wilders;29-4-2021 11:57;https://twitter.com/#!/marssieboy1968/status/1387737804726226945;;;1387737804726226945;
marssieboy1968;geertwilderspvv;;;;;;;;;;;;;Mentions;29-4-2021 11:57;RT @geertwilderspvv: De heer Omtzigt is niet tegengewerkt door kaboutertjes of marsmannetjes, maar door de hypocriet Hoekstra, die hem wel…;;;;29-4-2021 11:57;https://twitter.com/#!/marssieboy1968/status/1387737834354876420;;;1387737834354876420;
marssieboy1968;markdehollander;;;;;;;;;;;;;Mentions;29-4-2021 12:01;RT @markdehollander: Kuik (CDA) hakkelt wat en weigert het voor Omtzigt op te nemen. Ze moet wat volzinnen van haar briefje afkijken en dit…;;;;29-4-2021 12:01;https://twitter.com/#!/marssieboy1968/status/1387738723811528707;;;1387738723811528707;
vrijhuid1;vrijhuid1;;;;;;;;;;;;;Tweet;29-4-2021 11:56;"#notulendebat 
Ja, natuurlijk. Maar er is meer nieuws! Mensen die ""gevaccineerd"" zijn met een #Pfizer-mRNA-injectie… https://t.co/RmFYqYxJyX";https://twitter.com/i/web/status/1387737619757510656;twitter.com;notulendebat pfizer;29-4-2021 11:56;https://twitter.com/#!/vrijhuid1/status/1387737619757510656;;;1387737619757510656;
vrijhuid1;chrisvandamcda;;;;;;;;;;;;;Mentions;29-4-2021 12:01;"#notulendebat Mw. Kuik spreekt over CDA-collega
@ChrisvanDamCDA die goed werk heeft verricht (...), [maar die wel g… https://t.co/9BNzvBF8jr";https://twitter.com/i/web/status/1387738732250476561;twitter.com;notulendebat;29-4-2021 12:01;https://twitter.com/#!/vrijhuid1/status/1387738732250476561;;;1387738732250476561;
rolien1966;groenlinks;;;;;;;;;;;;;Mentions;29-4-2021 12:01;RT @groenlinks: Als het kabinet had gepraat over de getroffen gezinnen in plaats van urenlange discussies over 'lastige' Kamerleden, dan wa…;;;;29-4-2021 12:01;https://twitter.com/#!/rolien1966/status/1387738755100991488;;;1387738755100991488;
