;;Visual Properties;;;;;Labels;;;Graph Metrics;Do Not Edit;;Other Columns;;;;;;;;;;;;
Vertex 1;Vertex 2;Color;Width;Style;Opacity;Visibility;Label;Label Text Color;Label Font Size;Reciprocated?;ID;Dynamic Filter;Add Your Own Columns Here;Relationship;Relationship Date (UTC);Tweet;URLs in Tweet;Domains in Tweet;Hashtags in Tweet;Tweet Date (UTC);Twitter Page for Tweet;Latitude;Longitude;Imported ID;In-Reply-To Tweet ID
tinuzsz;bnr;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;rivm_vdissel;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;robelens;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;waanz1n;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;siccovanhoegee;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;maryhellebreker;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;joopdelfijn;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;ax0_io;;;;;;;;;;;;;Replies to;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;chris52016855;;;;;;;;;;;;;Replies to;21-4-2021 18:40;@chris52016855 @NDikkeboom Begrijpend lezen zat niet in je vakkenpakket? Kennis op het gebied van grondrechten en d… https://t.co/lRcNzDFh6F;https://twitter.com/i/web/status/1384940141496741889;twitter.com;;21-4-2021 18:40;https://twitter.com/#!/tinuzsz/status/1384940141496741889;;;1384940141496741889;1384840893065306123
tinuzsz;markrutte;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;hugodejonge;;;;;;;;;;;;;Mentions;21-4-2021 16:06;@AX0_io @joopdelfijn @maryhellebreker @SiccoVanHoegee @Waanz1n @hugodejonge @robelens @markrutte @RIVM_vDissel @BNR… https://t.co/RMYu0gErwl;https://twitter.com/i/web/status/1384901319174066178;twitter.com;;21-4-2021 16:06;https://twitter.com/#!/tinuzsz/status/1384901319174066178;;;1384901319174066178;1384790006607265794
tinuzsz;ndikkeboom;;;;;;;;;;;;;Mentions;21-4-2021 18:40;@chris52016855 @NDikkeboom Begrijpend lezen zat niet in je vakkenpakket? Kennis op het gebied van grondrechten en d… https://t.co/lRcNzDFh6F;https://twitter.com/i/web/status/1384940141496741889;twitter.com;;21-4-2021 18:40;https://twitter.com/#!/tinuzsz/status/1384940141496741889;;;1384940141496741889;1384840893065306123
hannekehier;life_s_about;;;;;;;;;;;;;Mentions;21-4-2021 20:02;"@Pijnappelklier @Life_s_about Mensen, reageer niet op deze achterlijke anonieme trol die zich ""pijnappelklier"" noem… https://t.co/fYs3LWc90l";https://twitter.com/i/web/status/1384960741850107911;twitter.com;;21-4-2021 20:02;https://twitter.com/#!/hannekehier/status/1384960741850107911;;;1384960741850107911;1384938360813367296
hannekehier;pijnappelklier;;;;;;;;;;;;;Replies to;21-4-2021 20:02;"@Pijnappelklier @Life_s_about Mensen, reageer niet op deze achterlijke anonieme trol die zich ""pijnappelklier"" noem… https://t.co/fYs3LWc90l";https://twitter.com/i/web/status/1384960741850107911;twitter.com;;21-4-2021 20:02;https://twitter.com/#!/hannekehier/status/1384960741850107911;;;1384960741850107911;1384938360813367296
haastrechtpvan;haastrechtpvan;;;;;;;;;;;;;Tweet;21-4-2021 20:38;Lees de comments voor een vermakelijke avond! #wappie https://t.co/rQbZRSQo7o;https://twitter.com/DevliegerErik/status/1384560755425660931;twitter.com;wappie;21-4-2021 20:38;https://twitter.com/#!/haastrechtpvan/status/1384969698660519938;;;1384969698660519938;
justicedone21;justicedone21;;;;;;;;;;;;;Tweet;21-4-2021 21:05;Het verschil tussen de tunnelvisie van het schaap en de wijdse blik van de leeuw, ofwel het verschil tussen waan en… https://t.co/xfoRKYftIc;https://twitter.com/i/web/status/1384976642863415300;twitter.com;;21-4-2021 21:05;https://twitter.com/#!/justicedone21/status/1384976642863415300;;;1384976642863415300;
melissanaber;melissanaber;;;;;;;;;;;;;Tweet;21-4-2021 22:43;"https://t.co/TbgXI5vVEu
Eén team, één taak! 
Zo zou het moeten zijn, #solidariteit met zn allen!
Geen #wappie gejan… https://t.co/NEv3uxklBH";https://www.youtube.com/watch?app=desktop&v=u6WPF50OywY https://twitter.com/i/web/status/1385001385880662016;youtube.com twitter.com;solidariteit wappie;21-4-2021 22:43;https://twitter.com/#!/melissanaber/status/1385001385880662016;;;1385001385880662016;
lisannehond;michaelvdgalien;;;;;;;;;;;;;Mentions;22-4-2021 06:24;RT @JacquelineWxxx: @MichaelvdGalien Noem mij maar een #wappie ik vind het een geuzennaam;;;wappie;22-4-2021 06:24;https://twitter.com/#!/lisannehond/status/1385117396378214400;;;1385117396378214400;
lisannehond;jacquelinewxxx;;;;;;;;;;;;;Mentions;22-4-2021 06:24;RT @JacquelineWxxx: @MichaelvdGalien Noem mij maar een #wappie ik vind het een geuzennaam;;;wappie;22-4-2021 06:24;https://twitter.com/#!/lisannehond/status/1385117396378214400;;;1385117396378214400;
avonddame;avonddame;;;;;;;;;;;;;Tweet;22-4-2021 12:15;Goed, mijn schoonmaakster is dus een #Wappie 🤡 😂;;;wappie;22-4-2021 12:15;https://twitter.com/#!/avonddame/status/1385205686301306888;;;1385205686301306888;
piekwadraat;anja_36;;;;;;;;;;;;;Mentions;22-4-2021 12:59;@FionaZwart @anja_36 #wappie;;;wappie;22-4-2021 12:59;https://twitter.com/#!/piekwadraat/status/1385216716184117250;;;1385216716184117250;1385200750612160519
piekwadraat;fionazwart;;;;;;;;;;;;;Replies to;22-4-2021 12:59;@FionaZwart @anja_36 #wappie;;;wappie;22-4-2021 12:59;https://twitter.com/#!/piekwadraat/status/1385216716184117250;;;1385216716184117250;1385200750612160519
dampt2015;mhendriksma;;;;;;;;;;;;;Replies to;22-4-2021 14:51;@MHendriksma @rivm Ja heel duidelijk antwoord. OMG een schaap die nog ontzettend geloofd in het #RIVM met zijn acht… https://t.co/2Ugl22gHuQ;https://twitter.com/i/web/status/1385244849360752644;twitter.com;rivm;22-4-2021 14:51;https://twitter.com/#!/dampt2015/status/1385244849360752644;;;1385244849360752644;1385243299578105856
dampt2015;rivm;;;;;;;;;;;;;Mentions;22-4-2021 14:51;@MHendriksma @rivm Ja heel duidelijk antwoord. OMG een schaap die nog ontzettend geloofd in het #RIVM met zijn acht… https://t.co/2Ugl22gHuQ;https://twitter.com/i/web/status/1385244849360752644;twitter.com;rivm;22-4-2021 14:51;https://twitter.com/#!/dampt2015/status/1385244849360752644;;;1385244849360752644;1385243299578105856
paulgiesbers;paulgiesbers;;;;;;;;;;;;;Tweet;22-4-2021 15:34;#baudet #wappie https://t.co/GFgvaqKj4l;https://twitter.com/chrisklomp/status/1385246191538085894;twitter.com;baudet wappie;22-4-2021 15:34;https://twitter.com/#!/paulgiesbers/status/1385255694807482373;;;1385255694807482373;
